paper_id,level,stem,tbl_idx,n_rows,n_cols,title,category,has_unit,is_conc_titled,has_hm,has_op,is_hm_op,extract_status,extract_note
P01583,B,2021_Lin S et al_EnvironPollut_10.1016-j.jhazmat.2021.127792_1,2,39,5,Table 2,conc_like,True,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P04385,B,10_3390_nano12111860,2,17,7,Table 3. The contents of target PAHs in real samples and recoveries.,conc_like,True,False,False,True,False,transposed_no_pollutant,转置表无可识别污染物行
P04385,B,10_3390_nano12111860,3,8,7,Table 4. Comparison of the proposed method with other reported techniques for determinatio,conc_like,True,False,True,True,True,no_pollutant_columns,无列可解析为污染物
P08697,B,2022_Lin S et al_JHazardMater_null,0,63,6,Table 1,summary_conc,True,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P08697,B,2022_Lin S et al_JHazardMater_null,2,39,5,Table 2,conc_like,True,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P11290,B,2021_刘瑞_Unknown_null,4,2,6,Table 5-1 Content of organic pollutants in sediment,conc_like,True,False,True,True,True,skip_too_small,2x6
P11290,B,2021_刘瑞_Unknown_null,5,7,6,Table 5-2 Content of PAHs in sediment,conc_like,True,False,False,True,False,no_pollutant_columns,无列可解析为污染物
P11290,B,2021_刘瑞_Unknown_null,6,12,9,Table 5-3Content of heavy metal in sediment,conc_like,True,False,True,False,False,no_pollutant_columns,无列可解析为污染物
P01292,B,2013_Sneath HE et al_EnvironPollut_10.1016-j.envpol.2013.03.009,1,2,11,Table 1,conc_like,True,False,True,False,False,skip_too_small,2x11
P01292,B,2013_Sneath HE et al_EnvironPollut_10.1016-j.envpol.2013.03.009,3,19,5,"sults are given as dry weight as mean standard error of the mean, $n = 4 ( n = 3$ for bioc",sample_conc,True,True,True,False,False,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P00118,B,2010_Qin X et al_EnvironToxicolChem_10.1002-etc.154,2,18,4,"Table 3. Polycyclic aromatic hydrocarbon (PAH) concentrations in crabs, biota-sediment acc",sample_conc,True,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P00118,B,2010_Qin X et al_EnvironToxicolChem_10.1002-etc.154,3,13,5,Table 4. Concentrations of polycyclic aromatic hydrocarbons (PAHs) in worldwide coastal/es,summary_conc,True,True,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P01072,B,2003_Saison C et al_Chemosphere_10.1016-j.chemosphere.2003.10.059,0,5,11,Table 1,conc_like,True,False,True,False,False,reject_landuse_aggregate,"土地利用类型汇总 (全国/全省均值, 非场地采样点)"
P04081,B,2018_Occurrence_EnvironRes_10.3390-ijerph15071422,0,10,5,Table 1. Detailed descriptions of the sampling sites.,conc_like,True,False,True,False,False,no_header,未找到含污染物信号的表头行
P03329,B,2021_张友峰等_中国油脂_10.19902-j.cnki.zgyz.1003-7969.2021.07.015,0,14,13,表1 油菜籽皮仁多环芳烃、重金属和硫苷含量,sample_conc,True,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P08445,B,2021_Kalkhajeh YK et al_AgricEcosystEnviron_null,2,20,11,"., 2017a). However, high DnBP levels in Chinese GVP and some other agricultural soils exce",conc_like,True,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P08445,B,2021_Kalkhajeh YK et al_AgricEcosystEnviron_null,3,20,12,"8 %, respectively, were estimated to be exported to the environment in forms of nitrate su",conc_like,True,False,True,False,False,reject_reference_compilation,"有 References 列, 二手文献对比表"
P08462,B,2021_Li G et al_EnvironTechnolInnov_null_1,0,13,3,"enix and M. sativa Linn were pot-cultured to remediate PAH-contaminated soil, with Fire Ph",summary_conc,True,False,True,True,True,no_header,未找到含污染物信号的表头行
P08510,B,2021_PAHs et al_EnvironPollut_null,2,42,10,"s mainly originate from man-made sources (Da et al., 2013; Nozar et al., 2014; Chai et al.",summary_conc,True,False,True,True,True,no_data_rows,type=sample samples=0
P09845,B,0000_Unknown_Unknown_null_11,4,7,5,Table 3-1 Soil background value,conc_like,True,False,True,False,False,no_header,未找到含污染物信号的表头行
P09845,B,0000_Unknown_Unknown_null_11,6,15,4,Table 3-3 Contents of PAHs in soil,conc_like,True,False,True,True,True,no_pollutant_columns,无列可解析为污染物
P07770,B,2018_Liu H et al_EcotoxicolEnvironSaf_null,0,18,6,Table 1,summary_conc,True,False,True,True,True,transposed_no_pollutant,转置表无可识别污染物行
P07154,B,2015_Jiang J et al_EcotoxicolEnvironSaf_null,0,16,4,"e effects on P. cornucopiae growth, and the effect of Cd was higher than phenanthrene. Thi",conc_like,True,False,True,False,False,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P07154,B,2015_Jiang J et al_EcotoxicolEnvironSaf_null,1,10,6,"and microbial diversity, which might result in the enhanced removal of phenanthrene (Xiao ",conc_like,True,False,True,False,False,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P08442,B,2021_Kalkhajeh Y et al_AgricEcosystEnviron_null,2,20,11,"., 2017a). However, high DnBP levels in Chinese GVP and some other agricultural soils exce",conc_like,True,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P08442,B,2021_Kalkhajeh Y et al_AgricEcosystEnviron_null,3,20,12,"8 %, respectively, were estimated to be exported to the environment in forms of nitrate su",conc_like,True,False,True,False,False,reject_reference_compilation,"有 References 列, 二手文献对比表"
P09817,B,0000_Ren J et al_null,0,21,3,"[This supplement file includes the details about sampling, analysis methods, detection lim",summary_conc,True,False,True,True,True,no_header,未找到含污染物信号的表头行
P09817,B,0000_Ren J et al_null,13,10,6,Table S9. Comparison of soil concentrations $\left( \mathbf { p g } \ \mathbf { g } ^ { - ,summary_conc,True,True,False,True,False,reject_reference_compilation,"有 References 列, 二手文献对比表"
P10228,B,2005_Chen Y_EnvironInt_null,0,17,8,of suspended matter containing PAHs and adsorption of dissolved PAHs. Main components of P,conc_like,True,False,True,True,True,ok_samples,"sample 16点, 12条, type=OP"
P10228,B,2005_Chen Y_EnvironInt_null,1,2,11,Table 2,conc_like,True,False,False,True,False,skip_too_small,2x11
P10228,B,2005_Chen Y_EnvironInt_null,3,15,6,Table 4,conc_like,True,False,False,True,False,ok_samples,"sample 14点, 22条, type=OP"
P11184,B,2020_宋梓菡_Unknown_null,26,2,7,Table 6-1 Background values of soil heavy metals in Heilongjiang Province,conc_like,True,False,True,False,False,skip_too_small,2x7
P11184,B,2020_宋梓菡_Unknown_null,27,21,8,Table 6-2 Heavy metals residue inventory in snowpack-soil system of Harbin,conc_like,True,False,True,False,False,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P05660,B,2002_Zhang G et al_EnvironSciTechnol_null,1,10,7,TABLE 2. Concentrations and Inventories of ∑DDT and ∑HCH,sample_conc,True,True,False,True,False,no_data_rows,type=sample samples=0
P00137,A,2019_Wang C et al_LandDegradDev_10.1002-ldr.3456_3,0,24,11,TABLE 1 Comparison of polycyclic aromatic hydrocarbons and heavy metals concentrations in ,other,False,True,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P00694,A,2019_Zhang S H_EnvironSciPollutRes_10.1007-s11356-019-04669-2,0,17,7,Table 1 Concentrations of individual and total PAEs in Guiyu soil (ng $\mathrm { g } ^ { -,other,False,True,True,True,True,no_header,未找到含污染物信号的表头行
P00694,A,2019_Zhang S H_EnvironSciPollutRes_10.1007-s11356-019-04669-2,1,18,10,Table 2 Comparison of concentrations of soil PAEs in different sampling areas $\begin{arra,other,False,True,True,True,True,no_header,未找到含污染物信号的表头行
P11023,A,2018_任毅_土壤_null,0,11,6,表1 土壤中污染物污染情况,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11023,A,2018_任毅_土壤_null,7,7,10,表8 有机污染土壤异位氧化处置中试检测结果,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P01630,A,2024_Chen L et al_JHazardMater_10.1016-j.jhazmat.2024.136500,2,5,6,"ed was also explored, with four classifications considered: same source–same sink, same so",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P04669,A,2024_Lu Y et al_Unknown_null,1,6,6,Table 2. Service time and maximum breaking concentration of cutoff walls.,other,False,True,True,True,True,ok_samples,"sample 4点, 8条, type=HM_OP"
P11456,A,2023_魏晓莉_Unknown_null,1,10,10,表1多环芳烃污染物基本信息,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11456,A,2023_魏晓莉_Unknown_null,4,7,15,表3场地采样区PAHs含量 $\mathrm { ( \mu g \cdot k g ^ { - 1 } ) }$,other,False,True,True,True,True,no_header,未找到含污染物信号的表头行
P11456,A,2023_魏晓莉_Unknown_null,5,7,10,表 4 场地采样区OPAHs含量 $\mathrm { ( \mu g \cdot k g ^ { - 1 } ) }$,other,False,True,True,True,True,ok_samples,"sample 6点, 24条, type=HM"
P11456,A,2023_魏晓莉_Unknown_null,8,18,18,表 7葫芦岛场地土壤PAHs与HMs 相关性系数,other,False,False,True,True,True,ok_samples,"sample 17点, 6条, type=HM"
P11456,A,2023_魏晓莉_Unknown_null,9,8,5,表 8 葫芦岛场地土壤 OPAHs与HMs 相关性系数,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P01182,A,2023_Zhang D et al_Chemosphere_10.1016-j.chemosphere.2023.140288,1,63,6,C | ![](images/1b2bfaac42c317928bf27a52f57c349d29690e96242730d5904f08a1edcafb4e.jpg),other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11424,A,2023_Wu J et al_SciTotalEnviron_null,1,61,23,"plant. Finally, factor 5 accounting for 17.29 % of the total variance is primarily weighte",other,False,False,True,True,True,no_data_rows,type=sample samples=0
P11439,A,2023_刘泽浩_土壤_null,3,26,3,表2.3试剂药品,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P03780,A,10.3389_fenvs.2022.990471_CrossrefPage,2,26,8,TABLE 3 Concentration of 21 a-PAHs in samples of soil (ng/g).,other,False,True,True,True,True,no_header,未找到含污染物信号的表头行
P03780,A,10.3389_fenvs.2022.990471_CrossrefPage,5,23,8,TABLE 6 Concentrations of PAHs in surface soils from different areas in China.,other,False,True,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P04243,A,10_3390_ijerph191912860,0,20,7,"Table 1. Concentrations of PCDD/Fs, PCBs, and PCNs of the soil samples and background (BKG",other,False,True,True,True,True,ok_samples,"sample 18点, 18条, type=OP"
P04243,A,10_3390_ijerph191912860,1,17,6,Table 2. Soil POP concentrations (pg/g) and TEQ (pg WHO-TEQ/g) were reported in previous s,other,False,True,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P10958,A,2017_物联合修_土壤_null,5,17,4,Table2.6 Concentrations of PAHs in biochar aging soils $\left( \mu \mathbf { g } \cdot \ma,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P10958,A,2017_物联合修_土壤_null,10,16,3,Table2.11 Standard curves of the 15 PAHs,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P10958,A,2017_物联合修_土壤_null,13,2,14,Table3.2 Concentrations of PAHs of biochar $( \mu \ g \cdot \ k g ^ { - 1 } )$,other,False,True,True,True,True,skip_too_small,2x14
P11365,A,2022_陈驰_Unknown_null,12,17,7,Table2.6 Characteristics and content of PAHs in contaminated soil in original soil,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P01219,A,10.1016_j.ecoenv.2020.110651,0,15,10,Table 1,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P01545,A,2018_Wu S et al_JHazardMater_10.1016-j.jhazmat.2018.09.082,1,7,23,n=1 colspan=1>PAHFact3</td><td rowspan=1 colspan=1>-0.3</td><td rowspan=1 colspan=1>0.0</t,other,False,False,True,True,True,ok_samples,"sample 6点, 12条, type=HM"
P01547,A,2018_Wuetal_JHazardMater_10.1016-j.jhazmat.2018.09.094,1,7,22,td rowspan=1 colspan=1>0.2</td><td rowspan=1 colspan=1>0.2</td></tr><tr><td rowspan=1 cols,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P01301,A,10.1016_j.envpol.2017.08.003,2,4,11,biological toxicity. It is therefore foreseeable that soil properties have co-effects with,other,False,False,True,True,True,ok_samples,"sample 3点, 15条, type=HM_OP"
P07518,A,2017_Distributions_EnvironRes_10.3390-ijerph14101179,1,11,4,Table 2. Diagnostic ratios reported for PAHs in soils.,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P01539,A,2015_Chen F et al_JHazardMater_10.1016-j.jhazmat.2015.09.068,0,19,7,"re exist many microbial species that are able to degrade PAHs [4]. However, it is difficul",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P01539,A,2015_Chen F et al_JHazardMater_10.1016-j.jhazmat.2015.09.068,3,36,12,"bacterial strains. PAHs are the main source of toxicity to soil bacteria, whereas fungi/ye",other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P01539,A,2015_Chen F et al_JHazardMater_10.1016-j.jhazmat.2015.09.068,4,19,12,"Various growing plants, together with their associated microflora, have been demonstrated ",other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P01207,A,10.1016_j.ecoenv.2015.09.005,1,57,4,Table 2,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P06579,A,2011_Zhang Q et al_EnvironPollut_null,0,15,13,Samples in abandoned e-waste cycling | Descriptive statistical summary of PCBsa and metals,other,False,False,True,True,True,ok_samples,"sample 14点, 96条, type=HM_OP"
P06579,A,2011_Zhang Q et al_EnvironPollut_null,2,13,13,Fig. 1. Composition of PCBs in six representative soil samples from the abandoned area (A),other,False,False,True,True,True,ok_transposed,"转置表 11污染物 × 1采样点 = 1条 family={'HM', 'PCBs'}"
P10733,A,2014_Zhang Q et al_EnvironPollut_null,0,15,13,Samples in abandoned e-waste cycling | Descriptive statistical summary of PCBsa and metals,other,False,False,True,True,True,ok_samples,"sample 14点, 96条, type=HM_OP"
P10733,A,2014_Zhang Q et al_EnvironPollut_null,2,13,13,Fig. 1. Composition of PCBs in six representative soil samples from the abandoned area (A),other,False,False,True,True,True,ok_transposed,"转置表 11污染物 × 1采样点 = 1条 family={'HM', 'PCBs'}"
P11546,A,2024_冯博_土壤_null,0,114,3,参考文献... ..85 | ## 图清单,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11546,A,2024_冯博_土壤_null,1,43,3,"=""1"">不同冻融次数CK组土壤中菲迁移情况</td><td colspan=""1"" rowspan=""1"">80</td></tr><tr><td colspan=""1"" row",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11546,A,2024_冯博_土壤_null,3,13,8,Table 1-1 Properties and molecular structures of 16 PAHs,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11546,A,2024_冯博_土壤_null,4,4,8,续表 1-2 16种 PAHs 的性质和分子结构 | Appendix Table 1-2 Properties and molecular structures of 16 PA,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11546,A,2024_冯博_土壤_null,21,7,7,Table 4-2 Basic properties of PAH derivatives,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11546,A,2024_冯博_土壤_null,26,20,13,"[191] 王展, 邹洪涛, 范庆锋, 等. 冻融作用对土壤胶体及胶体结合态铅迁移的影响[J]. 农业环境科学学报, 2019, 38(02):342-347. | 学位论文数据集",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P03082,A,2022_李怡佳_环境科学_10.13227-j.hjkx.202112006,1,12,6,Table 2 Design of pollutant concentration in each treatment,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P03082,A,2022_李怡佳_环境科学_10.13227-j.hjkx.202112006,2,10,7,Table 3 PAHs concentration and removal rate in contaminated soil and PAHs absorbing capaci,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P03082,A,2022_李怡佳_环境科学_10.13227-j.hjkx.202112006,4,4,6,Table 4 Pearson correlation analysis of PAHs content in plants and contaminated soil,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P03082,A,2022_李怡佳_环境科学_10.13227-j.hjkx.202112006,5,10,5,Table 5 Diversity index of bacterial community in soil under different treatments,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P00737,A,2010_Tang X et al_JSoilsSediments_10.1007-s11368-010-0252-0,4,12,8,"Table 5 Pearson correlation matrix among pH, SOM, inorganic compounds, and organic compoun",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P05791,A,2005_Chen L et al_Chemosphere_10.1016-j.chemosphere.2005.01.011,3,14,5,Table 4,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P04395,A,2024_Gao L et al_Plants_10.3390-plants13202839,0,13,5,Table 1. Effects of remediation methods on phenanthrene and naphthalene accumulation in co,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P04395,A,2024_Gao L et al_Plants_10.3390-plants13202839,1,16,6,Table 2. Effects of phenanthrene- and naphthalene-degrading bacteria on biomass yield of c,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P01389,A,10.1016_j.envpol.2022.119716,0,29,7,"average concentration of DDTs in crabs was 30.3 μg/kg, which was significantly higher than",other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11640,A,2025_李鹏淼_Unknown_null,0,9,13,Table 1-1 Physicochemical properties of 16 priority control PAHs,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11640,A,2025_李鹏淼_Unknown_null,1,8,13,续表 1-116 种优先控制 PAHs 的理化性质 | Continued table 1-1 Physicochemical properties of 16 priority ,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11640,A,2025_李鹏淼_Unknown_null,2,2,11,续表 1-116 种优先控制 PAHs 的理化性质 | Continued table 1-1 Physicochemical properties of 16 priority ,other,False,False,True,True,True,skip_too_small,2x11
P11640,A,2025_李鹏淼_Unknown_null,13,19,6,Table 2-9 Content of PAHs in runoff rainwater in traffic areas,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11640,A,2025_李鹏淼_Unknown_null,14,10,6,Table 2-10 Content of PAHs in runoff rainwater from residential areas,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11640,A,2025_李鹏淼_Unknown_null,15,11,6,续表 2-10 居民区径流雨水中 PAHs 含量 | Continued table 2-10 Content of PAHs in runoff rainwater from r,other,False,True,True,True,True,no_header,未找到含污染物信号的表头行
P11640,A,2025_李鹏淼_Unknown_null,16,16,6,Table 2-11 Content of PAHs in runoff rainwater from ecological zones,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P00289,A,2006_Leung A et al_JMaterCyclesWasteManag_10.1007-s10163-005-0141-6,3,70,7,Table 4. Concentrations of PCBs in sediment and soil collected from Guiyu (µg/kg dry wt),other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P00289,A,2006_Leung A et al_JMaterCyclesWasteManag_10.1007-s10163-005-0141-6,4,30,4,Table 5. Concentrations of PBDEs in sediment and soil collected from Guiyu (µg/kg dry wt),other,False,True,True,True,True,ok_transposed,转置表 8污染物 × 3采样点 = 24条 family={'PBDEs'}
P06949,A,2014_Ethers_EnvironHealth_10.1371-journal.pone.0113699,1,21,11,"Table 2. PBDEs (ng/g lipids), Thyroid Hormone and Growth Hormone in Serum of Children, Gui",other,False,True,True,True,True,ok_transposed,转置表 1污染物 × 5采样点 = 5条 family={'PBDEs'}
P06949,A,2014_Ethers_EnvironHealth_10.1371-journal.pone.0113699,2,9,10,Table 3. Spearman correlation coefficients between PBDEs and some investigated factors in ,other,False,False,True,True,True,ok_samples,"sample 8点, 7条, type=OP"
P06949,A,2014_Ethers_EnvironHealth_10.1371-journal.pone.0113699,5,44,9,"Table 6. Multiple stepwise regression analysis between PBDEs, Lead, Cadmium, FT3, FT4, TSH",other,False,False,True,True,True,ok_transposed,转置表 1污染物 × 2采样点 = 1条 family={'PBDEs'}
P08618,A,2021_Zhang T et al_Ecotoxicology_null,1,2,5,## Additional information | Publisher’s note Springer Nature remains neutral with regard t,other,False,False,True,True,True,skip_too_small,2x5
P05168,A,10_1016_j_ecoenv_2020_110651,0,15,10,Table 1,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P00613,A,2014_Sun L et al_EnvironSciPollutRes_10.1007-s11356-014-3166-7,1,1,5,https://doi.org/10.1007/s11356-014-3171-6 | ## Keywords,other,False,False,True,True,True,skip_too_small,1x5
P10376,A,2008_Tao S et al_EnvironSciTechnol_null,0,13,12,"4 , 5 , 6 - }$ tetrachloro-m-xylene (TCMX) and 4,4′-dichlorobiphenyl (J&K chemical Ltd., U",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P01249,A,10.1016_j.ecoenv.2025.118925,1,30,8,Table 2,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P04678,B,10_3390_toxics14050406Toxics,0,18,6,Table 1. Environmental contamination of the Yangtze River Delta and relevant sources causi,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P11024,B,2018_任毅等_土壤_null,0,11,6,表1 土壤中污染物污染情况,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11024,B,2018_任毅等_土壤_null,7,7,10,表8 有机污染土壤异位氧化处置中试检测结果,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11353,B,2022_作者姓名_土壤_null,1,18,5,表2.2美国环境保护署优先控制的16种PAHs,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11353,B,2022_作者姓名_土壤_null,5,24,7,表2.6重金属和PAHs的RfD和SF参考值,other,False,False,True,True,True,ok_transposed,转置表 6污染物 × 6采样点 = 10条 family={'HM'}
P11657,B,2026_Zhang K et al_EnvironPollut_null,0,18,3,Table 1,other,False,False,True,True,True,transposed_no_data,无有效数值 (rows=1 cols=2)
P11448,B,2023_谢臣臣_Unknown_null,1,8,2,表2.1水样检测指标及方法,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11638,B,2025_周湘远_Unknown_null,0,89,3,参考文献.... ...71 | 图清单,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11638,B,2025_周湘远_Unknown_null,1,42,3,"olspan=""1"" rowspan=""1"">64</td></tr><tr><td colspan=""1"" rowspan=""1"">图5-14</td><td colspan=""",other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11638,B,2025_周湘远_Unknown_null,5,15,4,Table 1-4 Combined remediation methods for combined pollution in published literature,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11638,B,2025_周湘远_Unknown_null,6,12,4,Table 1-5 Fungal-bacterial remediation of PAHs in published literature,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P01244,B,10.1016_j.ecoenv.2024.116927,0,8,15,Table 1,other,False,False,True,True,True,ok_samples,"sample 6点, 32条, type=HM_OP"
P03057,B,2017_杨悦锁等_化工学报_10.11949-j.issn.0438-1157.20161805,1,37,10,Table 2 Current situation of HMs and PAHs co-contaminations,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P03203,B,2025_刘晓英_土壤_10.13758-j.cnki.tr.2025.02.001_1,0,18,5,Table 1 Some microbial species and algae that can degrade polycyclic aromatic hydrocarbons,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P04324,B,10_3390_land13111798,0,12,8,Table 1. Types and detection limits (DL) of 53 organic pollutants.,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P09208,B,2024_Zhao L et al_JHazardMater_null,0,33,6,"absorption under 5 kinds of organic Cd stress. In addition, 5 kinds of PAHs were set as ex",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P09208,B,2024_Zhao L et al_JHazardMater_null,2,6,6,Table 3,other,False,False,True,True,True,transposed_no_pollutant,转置表无可识别污染物行
P09208,B,2024_Zhao L et al_JHazardMater_null,4,13,5,This study adopted the $\Delta \mathsf { G } _ { \mathrm { b } }$ values of PAHs with micr,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P09208,B,2024_Zhao L et al_JHazardMater_null,6,39,5,"e plant absorption of soil pollutants, when D coexisted with other soil conditioners. Yild",other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11450,B,2023_王晴_土壤_null,1,2,1,><td>[20]</td></tr><tr><td>2 3</td><td>Pb 44.70 Zn 143.52 As 10.29 As 24.3 Cd 2.65 Cr 105 ,other,False,False,True,True,True,skip_too_small,2x1
P11484,B,2024_Li S et al_EnvironRes_null,0,9,5,Table 1,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P01826,B,10.1016_j.scitotenv.2022.160637,0,28,10,"s of the detection rate and level. These results could be explained by the distinct, but l",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11360,B,2022_李程_Unknown_null,0,17,9,Table 2-1 Chemical properties of 16 priority-controlled PAHs,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11360,B,2022_李程_Unknown_null,1,9,5,Table 2-2 Compound pollution status of heavy metal Cd and PAHs in site and farmland soils,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P11360,B,2022_李程_Unknown_null,2,12,3,Table 3-1 Basic physical and chemical properties of the tested soil,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11360,B,2022_李程_Unknown_null,3,8,3,Table 3-2 The concentrations of Cd and PAHs in the site soil,other,False,True,True,True,True,no_data_rows,type=sample samples=0
P11360,B,2022_李程_Unknown_null,4,5,3,Table 3-3 Experimental design of Cd and PAHs treatment (mgkg-1),other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11360,B,2022_李程_Unknown_null,5,18,3,Table 4-1 Experimental design of Cd and PAHs treatment (mgkg-1),other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11360,B,2022_李程_Unknown_null,6,10,4,Table 5-1 Definition of unique differential metabolites in compound pollution,other,False,False,True,True,True,no_data_rows,type=sample samples=0
P11360,B,2022_李程_Unknown_null,9,13,9,Table 6-1 Sample sequencing data quality,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11421,B,2023_Unknown_SciTotalEnviron_null,0,28,10,"s of the detection rate and level. These results could be explained by the distinct, but l",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11543,B,2024_于颖_Unknown_null,5,11,10,表2HMs 和PAHs 的毒性参数推荐值（续表）,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11543,B,2024_于颖_Unknown_null,8,16,9,表5 研究场地土壤PAHs 检出浓度范围和平均值（μg/kg),other,False,True,True,True,True,transposed_no_pollutant,转置表无可识别污染物行
P11543,B,2024_于颖_Unknown_null,11,31,8,表8两种方法的PAHs生物可给性对比研究（%）,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11543,B,2024_于颖_Unknown_null,12,22,21,表9土壤多环芳烃与重金属相关性分析,other,False,False,True,True,True,ok_transposed,转置表 5污染物 × 1采样点 = 5条 family={'HM'}
P11543,B,2024_于颖_Unknown_null,16,29,4,表 2.5-1污染场地土壤多环芳烃生物可给性研究,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
