paper_id,level,stem,tbl_idx,n_rows,n_cols,title,category,has_unit,is_conc_titled,has_hm,has_op,is_hm_op,extract_status,extract_note
P01098,B,2016_Zeng J et al_Chemosphere_10.1016-j.chemosphere.2016.01.019,0,16,4,Table 1 Concentrations of 15 PAHs in reaction mixture.,other,False,True,True,True,True,transposed_no_pollutant,转置表无可识别污染物行
P11290,B,2021_刘瑞_Unknown_null,0,17,7,Table 1Some physical and chemical properties of the 16 PAHs,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11290,B,2021_刘瑞_Unknown_null,2,11,5,Table 1-1 Removal experiment of TCS and PAHs by TCSdegB2 on solid medium,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11290,B,2021_刘瑞_Unknown_null,3,13,5,Table 3-2TCSdegB2 removal eficiency experiment of TCS and PAHs in an anaerobic pure cultur,other,False,False,True,True,True,no_data_rows,type=sample samples=0
P00252,B,10.1007_s00248-013-0313-1,1,75,5,Table 2 Identification of bacteria in the sand batch with only artificial root exudates (A,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P02893,B,2013_Zhu X M et al_BiomedResInt_10.1155-2013-192986,1,18,3,"Table 2: Concentrations (mean ± SD, ng⋅g−1 DW, ?? = 10) of PAHs detected in the fronds of ",other,False,True,True,True,True,transposed_no_data,无有效数值 (rows=1 cols=2)
P00118,B,2010_Qin X et al_EnvironToxicolChem_10.1002-etc.154,0,9,4,Table 1. Abbreviations for the 16 priority polycyclic aromatic hydrocarbons (PAHs) defined,other,False,False,True,True,True,transposed_no_pollutant,转置表无可识别污染物行
P04895,B,2020_Elzein A et al_AtmosChemPhys_10.5194-acp-20-14303-2020,0,28,5,"Table 1. Minimum, maximum and mean concentrations of individual PAHs in $\mathrm { P M } _",other,False,True,True,True,True,transposed_no_data,无有效数值 (rows=6 cols=4)
P01318,B,2019_Zheng X et al_EnvironPollut_10.1016-j.envpol.2018.12.055,0,13,6,Table 1. General characteristics of the study population in the exposed and reference grou,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P01318,B,2019_Zheng X et al_EnvironPollut_10.1016-j.envpol.2018.12.055,2,2,4,Fig. 2. | BPb£OHNap£OHFIu MOHPAHS100A8/A9 IL-6IL-12p70 IP-10 NeutrophilsMonocytesCD4,other,False,False,True,True,True,skip_too_small,2x4
P01706,B,2018_Xu H et al_SciTotalEnviron_10.1016-j.scitotenv.2017.08.101,0,50,4,Table 1 Summary of VFPs mass concentrations and chemical compositions during the sampling ,other,False,True,True,True,True,no_header,未找到含污染物信号的表头行
P01706,B,2018_Xu H et al_SciTotalEnviron_10.1016-j.scitotenv.2017.08.101,1,19,5,## Table 2 | Correlations of PAHs with OC and EC outdoors and indoors. (Indoor calculation,other,False,False,True,True,True,ok_transposed,转置表 1污染物 × 4采样点 = 4条 family={'PAHs'}
P04081,B,2018_Occurrence_EnvironRes_10.3390-ijerph15071422,2,16,6,Table 3. List of sources of PAHs concentrations in source water and drinking water in the ,other,False,True,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P10444,B,2009_Zhao C et al_JChromatogrSci_null,0,22,6,Table I. Recovery and RSD\* of the Determination of the 12 OCPs and Catalpol in the Rehman,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P10444,B,2009_Zhao C et al_JChromatogrSci_null,1,5,5,Table II. Factors and Levels of SFE for OCP in Rehmannia glutinosa Libosch,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P10444,B,2009_Zhao C et al_JChromatogrSci_null,2,16,6,Table III. Orthogonal Array L9(34) and Decontamination of OCP Residue from Rehmannia gluti,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P10444,B,2009_Zhao C et al_JChromatogrSci_null,4,7,14,Table V. Results of OCP and Catalpol Determination in a Rehmannia glutinosa Libosch Sample,other,False,False,True,True,True,ok_samples,"sample 5点, 4条, type=OP"
P10444,B,2009_Zhao C et al_JChromatogrSci_null,5,6,5,"n extraction time, and 35 kg/h flow rate. The SFE was used to remove the 12 OCP residues f",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P04902,B,2021_Sun Y et al_AtmosChemPhys_10.5194-acp-21-6365-2021,0,19,3,Table 1. Error budget and degrees of freedom (DOFs) for the signal of the HCHO retrieval a,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P04902,B,2021_Sun Y et al_AtmosChemPhys_10.5194-acp-21-6365-2021,1,20,14,Table 2. Total emissions of all atmospheric compounds over China used in the GEOS-Chem mod,other,False,False,True,True,True,ok_samples,"sample 17点, 9条, type=HM_OP"
P05091,B,10_1002_(SICI,1,2,5,## Additional information | Publisher’s note Springer Nature remains neutral with regard t,other,False,False,True,True,True,skip_too_small,2x5
P08445,B,2021_Kalkhajeh YK et al_AgricEcosystEnviron_null,0,23,9,Table 1,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P09845,B,0000_Unknown_Unknown_null_11,11,16,15,"污染土壤中的5环多环芳烃，包括苯并i]荧蒽、苯并[e]芘、苯并[a]芘三种组分，6环多环芳烃只有芘并[1,2,3-cd]芘一种组分。苯并[i]荧蒽、苯并[e]芘在盆栽实验 90d后",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P09845,B,0000_Unknown_Unknown_null_11,12,4,5,><td>£PAHs</td><td></td><td>151.56d</td><td>36.58</td><td>132.81e</td><td>44.42</td><td>13,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P07770,B,2018_Liu H et al_EcotoxicolEnvironSaf_null,1,7,4,Table 2,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P10347,B,2007_Unknown_Nature_null,0,18,4,Table 1 The coefficient of divergence (CD) of total and individual PAHs among the three di,other,False,False,True,True,True,transposed_no_pollutant,转置表无可识别污染物行
P10347,B,2007_Unknown_Nature_null,1,20,9,"Table 2 Concentrations and Bap equivalent concentrations of PAHs in agriculture soil (AS),",other,False,True,True,True,True,transposed_no_pollutant,转置表无可识别污染物行
P08442,B,2021_Kalkhajeh Y et al_AgricEcosystEnviron_null,0,23,9,Table 1,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P09817,B,0000_Ren J et al_null,4,27,16,Table S3. Concentrations of POPs in the field blanks (pg $\mathbf { m } ^ { - 3 } )$ and p,other,False,True,True,True,True,ok_samples,"sample 25点, 62条, type=OP"
P09817,B,0000_Ren J et al_null,6,20,18,Table S5. Concentrations of atmospheric OCPs and PCBs (pg m-3) sampled by AAS,other,False,True,True,True,True,ok_samples,"sample 19点, 54条, type=OP"
P09817,B,0000_Ren J et al_null,7,16,10,Table S6. Comparison of air concentrations (pg m-3) between the present study and others r,other,False,True,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P09817,B,0000_Ren J et al_null,8,7,5,Table S7. Ambient air concentrations in different seasons (summer vs. winter),other,False,True,True,True,True,ok_samples,"sample 6点, 8条, type=OP"
P09817,B,0000_Ren J et al_null,9,4,5,Table S7. Ambient air concentrations in different seasons (summer vs. winter),other,False,True,True,True,True,ok_samples,"sample 3点, 9条, type=OP"
P09817,B,0000_Ren J et al_null,14,4,5,Table S10. Results of the ANOVA test (p values) for the soil concentrations in different s,other,False,True,True,True,True,ok_samples,"sample 3点, 9条, type=OP"
P09817,B,0000_Ren J et al_null,18,20,17,"Table S12. Measured soil-air partitioning coefficient (Log $K _ { \mathrm { S A } } , \mat",other,False,False,True,True,True,ok_samples,"sample 19点, 45条, type=OP"
P09817,B,0000_Ren J et al_null,19,27,13,Table S13. Air-soil gas exchange fluxes $( \mathbf { p } \mathbf { g \ m } ^ { - 2 } \math,other,False,False,True,True,True,ok_samples,"sample 22点, 41条, type=OP"
P10531,B,2011_Peng C et al_null_null,1,24,4,Table S2 Rotated component matrix for PAHs and heavy metals,other,False,False,True,True,True,ok_transposed,转置表 6污染物 × 3采样点 = 18条 family={'HM'}
P03108,B,10.13421_j．cnki．hjwsxzz,1,7,6,表2 不同电子垃圾拆解场土壤中有机污染物含量,other,False,True,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P10518,B,2011_Fu J. et al_Chemosphere_null,0,34,11,"smantling region. In another intensive e-waste recycling site, Guiyu, Wu et al. (2008) fou",other,False,False,True,True,True,ok_transposed,转置表 1污染物 × 10采样点 = 7条 family={'PBDEs'}
P09516,B,2026_Microplastics M et al_Science_10.3390-toxics14050406Toxics,0,18,6,Table 1. Environmental contamination of the Yangtze River Delta and relevant sources causi,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P11628,B,2025_Wu J et al_EnvironPollut_null,1,30,8,Table 2,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P01482,B,2022_Zhang Z et al_JCleanProd_10.1016-j.jclepro.2022.135417,0,15,7,Table 1,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P01482,B,2022_Zhang Z et al_JCleanProd_10.1016-j.jclepro.2022.135417,1,5,7,ned load was the total amount of pollutant load which was retained in the bioretention sys,other,False,False,True,True,True,ok_samples,"sample 3点, 12条, type=HM_OP"
P03118,B,2008_孙峰_环境科学_10.13671-j.hjkxxb.2008.12.004,2,18,10,Table3 ThecontentofPAHsindifferentsludges,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P07445,B,2016_Wang H et al_PolJEnvironStud_10.15244-pjoes-62904,0,28,5,"Table 1. Concentrations of heavy metals, PAHs, and PCBs in Taizi River surface in the floo",other,False,True,True,True,True,ok_transposed,"转置表 9污染物 × 4采样点 = 12条 family={'PAHs', 'HM', 'PCBs'}"
P11184,B,2020_宋梓菡_Unknown_null,0,18,9,Table 1-1 Physical and chemical parameters of 16 PAHs of US EPA superior control,other,False,False,True,True,True,transposed_no_pollutant,转置表无可识别污染物行
P11184,B,2020_宋梓菡_Unknown_null,2,8,3,Table 1-3 Main sources of PAHs and heavy metals in the atmospheric environment,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11184,B,2020_宋梓菡_Unknown_null,4,17,7,Table 3-1 Characteristic value of PAHs concentrations in snowpack of Harbin,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11184,B,2020_宋梓菡_Unknown_null,7,17,7,Table 3-4 Characteristic value of PAHs concentrations in dissolved phase in snowpack of Ha,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11184,B,2020_宋梓菡_Unknown_null,8,17,7,Table 3-5 Characteristic value of PAHs concentrations in particle phase in snowpack of Har,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11184,B,2020_宋梓菡_Unknown_null,10,17,17,Table 3-7 Pearson correlation of 16 PAHs of US EPA superior control in snowpack of Harbin,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11184,B,2020_宋梓菡_Unknown_null,12,7,17,Table 3-9 Pearson correlation of PAHs and heavy metals in snowpack of Harbin,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11184,B,2020_宋梓菡_Unknown_null,13,7,3,Table 3-1O Range and source of PAHs characteristic ratio,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11184,B,2020_宋梓菡_Unknown_null,16,17,6,Table 4-2 Characteristic value of PAHs residue inventory in snowpack of Harbin,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P09972,B,1991_Ma J. et al_Water_null,2,10,10,Table III. Comparisons of Analytical Performance for PAHs Determination by Different Pretr,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
