paper_id,level,stem,md_exists,n_html_tables,n_tr_rows,has_html_table,n_images,si_dir_exists,n_si_pdfs,total_md_lines,extract_strategy
P06121,B,2008_Peng C et al_EnvironPollut_null,True,5,42,True,10,False,0,267,html_table
P06840,B,2013_Peng C et al_EnvironPollut_null,True,5,42,True,10,False,0,267,html_table
P06898,B,2013_Zhong M et al_EnvironPollut_null,True,5,99,True,23,False,0,292,html_table
P10616,B,2013_Dong Z Y et al_JHazardMater_null,True,0,0,False,0,False,0,52,text_only
P00742,B,2012_Wang K et al_JSoilsSediments_10.1007-s11368-012-0471-7,True,3,49,True,9,False,0,259,html_table
P01428,B,2012_Cui C et al_EnvironToxicol_10.1016-j.etap.2012.05.009,True,4,74,True,11,False,0,313,html_table
P02268,B,10_1039_c2em30433c,True,2,31,True,13,False,0,226,html_table
P02368,B,2012_Wang X S et al_IntJEnvironStud_10.1080-00207233.2012.702414,True,4,32,True,11,False,0,204,html_table
P03109,B,2015_叶昊_土壤_10.13421-j.cnki.hjwsxzz.2015.03.025,True,2,18,True,2,False,0,165,html_table
P11676,B,2014_英文并_土壤_null,True,32,457,True,102,False,0,1646,html_table
P02270,B,10.1039_c0em00633e,True,2,52,True,9,True,1,210,si_available
P03287,B,2009_杨传杰_环境科学_10.16507-j.issn.1006-6055.2009.02.042,True,1,5,True,1,False,0,267,html_table
P11191,B,2020_李婷_环境科学_null,True,26,263,True,116,False,0,1346,html_table
P00242,B,2011_Lopez B N et al_ArchEnvironContamToxicol_10.1007-s00244-010-9590-6,True,7,136,True,11,False,0,332,html_table
P01520,B,2009_Xiao Jiajun et al_JHazardMater_10.1016-j.jhazmat.2009.09.123,True,4,34,True,13,False,0,204,html_table
P01524,B,2010_Tangetal_JHazardMater_10.1016-j.jhazmat.2009.08.134,True,5,89,True,8,False,0,262,html_table
P00258,B,2002_Chen G et al_EnvironManage_10.1007-s00267-008-9268-2,True,4,96,True,7,False,0,237,html_table
P06239,B,2009_Nie M et al_SoilBiolBiochem_null,True,0,0,False,0,False,0,35,text_only
P06287,B,2009_Zhang H et al_GlobalNESTJ_null,True,2,28,True,8,False,0,176,html_table
P10441,B,2009_Zhang H. et al_IntJEnvironSciTechnol_null,True,2,28,True,6,False,0,194,html_table
P03281,B,2024_重金属_Science_10.16258-j.cnki.1674-5906.2024.12.011_1,True,4,49,True,32,False,0,406,html_table
P06154,B,2008_Zhang C et al_EnvironPollut_null,True,3,17,True,5,False,0,226,html_table
P10369,B,2008_Khan S et al_JHazardMater_null,True,4,66,True,23,False,0,283,html_table
P00255,B,2008_Cao L et al_EnvironGeol_10.1007-s00254-007-0934-0,True,2,16,True,8,False,0,158,html_table
P00310,B,2006_Xing W_EnvironGeochemHealth_10.1007-s10653-005-9017-x,True,2,31,True,8,False,0,177,html_table
P01083,B,2006_Gao Y et al_Chemosphere_10.1016-j.chemosphere.2006.04.030,True,2,23,True,13,False,0,225,html_table
P01085,B,2006_Song Y et al_Chemosphere_10.1016-j.chemosphere.2006.03.076,True,4,51,True,13,False,0,280,html_table
P03211,B,2012_于红艳_土壤_10.13961-j.cnki.stbctb.2012.05.022,True,5,44,True,11,False,0,152,html_table
P10294,B,2006_Shen G et al_EcotoxicolEnvironSaf_null,True,4,36,True,7,False,0,196,html_table
P01492,B,2005_Shenetal_JEnvironManage_10.1016-j.jenvman.2005.02.011,True,4,55,True,27,False,0,278,html_table
P03322,B,2018_周玉璇_环境科学_10.19741-j.issn.1673-4831.2018.0669,True,7,73,True,9,False,0,374,html_table
P03323,B,2023_周宣辛_环境科学_10.19672-j.cnki.1003-6504.0346.23.338,True,4,44,True,27,False,0,300,html_table
P05700,B,2003_Shen G et al_Water_null,True,4,55,True,27,False,0,278,html_table
P10229,B,2005_Chen Y et al_EnvironInt_null,True,4,36,True,5,False,0,176,html_table
P10247,B,2005_Shen G et al_JEnvironManage_null,True,4,55,True,27,False,0,278,html_table
P01075,B,10_1016_j_chemosphere_2004_08_070,True,5,39,True,13,False,0,211,html_table
P10188,B,2004_Chen Y X et al_PlantSoil_null,True,3,14,True,10,False,0,175,html_table
P05518,B,1998_Ding Aizhong et al_EnvironPollut_10.3184-095422902782775353,True,5,90,True,14,False,0,216,html_table
P00969,B,2026_Jin T et al_JHazardMater_10.1016-18,True,0,0,False,2,False,0,33,figure_only
P11637,B,2025_刘君博_Unknown_null,True,22,258,True,140,False,0,2234,html_table
P00116,B,2025_Yan K et al_Unknown_10.1002-ep.70148,True,5,51,True,36,False,0,350,html_table
P03113,B,2020_刘瑞_环境科学_10.13651-j.cnki.fjnykj.2020.11.008,True,4,54,True,9,False,0,165,html_table
P09271,B,2025_Cheng T et al_JWaterProcessEng_null,True,5,120,True,12,False,0,534,html_table
P01241,B,10.1016_j.ecoenv.2023.115052,True,0,0,False,0,True,0,32,text_only
P01167,B,10.1016_j.chemosphere.2021.132259,True,0,0,False,7,True,0,42,figure_only
P01583,B,2021_Lin S et al_EnvironPollut_10.1016-j.jhazmat.2021.127792_1,True,3,104,True,6,False,0,452,html_table
P03773,B,2022_Yu H et al_FrontEnvironSci_10.3389-fenvs.2022.855292,True,4,147,True,6,False,0,601,html_table
P03990,B,10_3390_f13030406,True,2,23,True,13,False,0,271,html_table
P04385,B,10_3390_nano12111860,True,4,38,True,39,False,0,377,html_table
P01227,B,10.1016_j.ecoenv.2020.111756,True,2,42,True,9,True,0,486,html_table
P01760,B,2019_Peng F et al_SciTotalEnviron_10.1016-j.scitotenv.2019.136281,True,0,0,False,7,False,0,330,figure_only
P04353,B,2020_Medium CL_Science_10.3390-microorganisms8060946,True,4,53,True,19,False,0,318,html_table
P02933,B,2018_Wang H et al_Science_10.1155-2018-9264259,True,3,40,True,31,False,0,315,html_table
P10991,B,2018_Liu J et al_EnvironPollut_null,True,1,24,True,7,False,0,252,html_table
P00112,B,10.1002_eap.1494,True,2,30,True,0,True,1,260,si_available
P00270,B,2017_Qin W et al_BioprocessBiosystEng_10.1007-s00449-017-1836-5,True,0,0,False,13,False,0,276,figure_only
P08697,B,2022_Lin S et al_JHazardMater_null,True,3,104,True,6,False,0,452,html_table
P01098,B,2016_Zeng J et al_Chemosphere_10.1016-j.chemosphere.2016.01.019,True,1,16,True,13,False,0,244,html_table
P01696,B,10.1016_j.scitotenv.2016.01.164,True,1,4,True,12,True,0,286,html_table
P04610,B,2016_Duan W et al_Sustainability_10.3390-su8020133,True,6,96,True,27,False,0,283,html_table
P00640,B,2013_Chen Chen et al_Water_10.1007-s11356-015-5926-0,True,2,18,True,24,False,0,314,html_table
P09621,B,2015_Wang J等_soilandsedimentcontam_10.1080-15320386.2014.965555,False,0,0,False,12,False,0,0,figure_only
P11290,B,2021_刘瑞_Unknown_null,True,8,67,True,59,False,0,1111,html_table
P06953,B,2014_Fu J et al_JHazardMater_10.1016-j.jhazmat.2014.01.044,True,0,0,False,0,True,0,48,text_only
P10679,B,2014_Fu J_JHazardMater_null,True,1,10,True,10,False,0,296,html_table
P00252,B,10.1007_s00248-013-0313-1,True,4,114,True,7,True,0,318,html_table
P01292,B,2013_Sneath HE et al_EnvironPollut_10.1016-j.envpol.2013.03.009,True,4,26,True,10,False,0,191,html_table
P02893,B,2013_Zhu X M et al_BiomedResInt_10.1155-2013-192986,True,2,27,True,5,False,0,142,html_table
P00118,B,2010_Qin X et al_EnvironToxicolChem_10.1002-etc.154,True,4,45,True,14,False,0,289,html_table
P01072,B,2003_Saison C et al_Chemosphere_10.1016-j.chemosphere.2003.10.059,True,1,5,True,8,False,0,219,html_table
P01256,B,2026_Wang M et al_Water_10.1016-j.eehl.2026.100230,True,0,0,False,42,True,0,417,figure_only
P03788,B,2024_Su Y et al_FrontMarSci_10.3389-fmars.2024.1450208,True,2,23,True,19,False,0,393,html_table
P09538,B,2026_Wang M et al_Water_null,True,0,0,False,42,False,0,417,figure_only
P04194,B,2021_Wang F et al_IntJEnvironResPublicHealth_10.3390-ijerph18147690,True,6,70,True,26,False,0,354,html_table
P03003,B,2020_Li L et al_BMCBiotechnol_10.1186-s12896-020-00613-2,True,1,9,True,13,False,0,352,html_table
P04895,B,2020_Elzein A et al_AtmosChemPhys_10.5194-acp-20-14303-2020,True,2,32,True,11,False,0,414,html_table
P11171,B,2020_Wu Q et al_EnvironRes_null_1,True,0,0,False,7,False,0,200,figure_only
P11172,B,2020_Wu Q et al_EnvironRes_null,True,0,0,False,7,False,0,200,figure_only
P01318,B,2019_Zheng X et al_EnvironPollut_10.1016-j.envpol.2018.12.055,True,3,30,True,9,False,0,423,html_table
P01706,B,2018_Xu H et al_SciTotalEnviron_10.1016-j.scitotenv.2017.08.101,True,3,76,True,19,False,0,387,html_table
P03288,B,2013_ZHANG H et al_Science_10.1631-jzus.B1700123,True,3,43,True,11,False,0,260,html_table
P04081,B,2018_Occurrence_EnvironRes_10.3390-ijerph15071422,True,5,57,True,13,False,0,277,html_table
P08559,B,2021_Sun Y et al_EnvironInt_null,True,0,0,False,32,False,0,340,figure_only
P00611,B,2014_Deng G et al_EnvironSciPollutRes_10.1007-s11356-014-2995-4,True,5,50,True,10,False,0,191,html_table
P03154,B,2014_Lu X et al_PLoSONE_10.1371-journal.pone.0111664,True,0,0,False,36,False,0,455,figure_only
P06863,B,2013_Sneath HE et al_EnvironPollut_null,True,0,0,False,10,False,0,31,figure_only
P06351,B,2010_Ji L et al_Water_10.1002-etc.350,True,2,20,True,11,False,0,190,html_table
P10444,B,2009_Zhao C et al_JChromatogrSci_null,True,9,108,True,14,False,0,201,html_table
P01362,B,10.1016_j.envpol.2020.116162,True,0,0,False,41,True,0,37,figure_only
P03329,B,2021_张友峰等_中国油脂_10.19902-j.cnki.zgyz.1003-7969.2021.07.015,True,1,14,True,5,False,0,202,html_table
P04902,B,2021_Sun Y et al_AtmosChemPhys_10.5194-acp-21-6365-2021,True,4,61,True,30,False,0,542,html_table
P02906,B,2014_Ding S et al_JNanomater_10.1155-2014-678489_1,True,1,4,True,10,False,0,171,html_table
P00971,B,2026_Zhang K et al_EnvironPollut_10.1016-16,True,0,0,False,1,False,0,32,figure_only
P09509,B,2026_Jin T et al_JHazardMater_null,True,2,17,True,35,False,0,462,html_table
P11653,B,2026_Ren Y et al_JHazardMater_null,True,0,0,False,53,False,0,529,figure_only
P01644,B,10.1016_j.jhazmat.2025.140371,True,0,0,False,23,True,0,42,figure_only
P02313,B,2025_Yijing Du_Unknown_10.1051-e3sconf-202562801015,True,4,48,True,17,False,0,283,html_table
P05436,B,10_3390_su11030556,True,0,0,False,0,False,0,386,text_only
P09050,B,2024_Li D et al_EnvironGeochemHealth_null,True,0,0,False,1,False,0,386,figure_only
P11485,B,2024_Li S et al_EnvironRes_null_1,True,0,0,False,0,False,0,24,text_only
P00830,B,2023_Exposure H_ExposHealth_10.1007-s12403-022-00520-3,True,1,3,True,6,False,0,612,html_table
P05053,B,10.61173_vcvnzr96_OpenAlexOA,True,0,0,False,0,False,0,161,text_only
P09184,B,2024_Xie X et al_EcotoxicolEnvironSaf_null_1,True,3,71,True,20,False,0,323,html_table
P09185,B,2024_Xie X et al_EcotoxicolEnvironSaf_null_2,True,3,71,True,20,False,0,323,html_table
P11405,B,2023_Lu X et al_EcotoxicolEnvironSaf_null_1,True,4,53,True,56,False,0,414,html_table
P03075,B,2016_熊惠磊等_环境工程_10.13205-j.hjgc.201607037,True,4,41,True,7,False,0,264,html_table
P03078,B,2021_吴志远_土壤_10.13227-j.hjkx.201910152,True,0,0,False,0,False,0,21,text_only
P03244,B,2023_Tan T et al_PolJEnvironStud_10.15244-pjoes-155966,True,3,62,True,17,False,0,338,html_table
P08682,B,2022_Jiao A et al_Chemosphere_null,True,0,0,False,2,False,0,36,figure_only
P05091,B,10_1002_(SICI,True,3,12,True,0,False,0,427,html_table
P08445,B,2021_Kalkhajeh YK et al_AgricEcosystEnviron_null,True,5,98,True,14,False,0,476,html_table
P08462,B,2021_Li G et al_EnvironTechnolInnov_null_1,True,2,17,True,15,False,0,266,html_table
P00073,B,0000_Yang M et al_ApplSoilEcol_null,True,1,18,True,10,False,0,159,html_table
P08168,B,2020_Huo Z et al_Sustainability_null,True,9,94,True,18,False,0,312,html_table
P08510,B,2021_PAHs et al_EnvironPollut_null,True,3,56,True,20,False,0,376,html_table
P08704,B,2022_Liu Q et al_EnvironPollut_null,True,0,0,False,37,False,0,373,figure_only
P08109,B,2020_Chen H et al_JEnvironManage_null,True,0,0,False,10,False,0,286,figure_only
P09747,B,0000_Golicz K et al_SciRep_null,True,1,22,True,11,False,0,192,html_table
P09845,B,0000_Unknown_Unknown_null_11,True,14,165,True,32,False,0,993,html_table
P10996,B,2018_Ma Y et al_ChemEngJ_null,True,0,0,False,1,False,0,42,figure_only
P07606,B,2017_Shen ZJ et al_EcotoxicolEnvironSaf_null,True,6,78,True,22,False,0,304,html_table
P07770,B,2018_Liu H et al_EcotoxicolEnvironSaf_null,True,2,25,True,14,False,0,260,html_table
P10347,B,2007_Unknown_Nature_null,True,2,38,True,13,False,0,477,html_table
P07473,B,2016_Zhiqun Chen_EnvironSciPollutRes_null,True,0,0,False,5,False,0,373,figure_only
P00633,B,2013_Zhang Q et al_EnvironSciPollutRes_10.1007-s11356-015-5319-0,True,0,0,False,6,False,0,283,figure_only
P07111,B,2015_Chen C et al_EnvironSciPollutRes_null,True,0,0,False,6,False,0,383,figure_only
P07154,B,2015_Jiang J et al_EcotoxicolEnvironSaf_null,True,2,26,True,10,False,0,303,html_table
P07224,B,2015_Teng Y et al_EcotoxicolEnvironSaf_null,True,0,0,False,1,False,0,35,figure_only
P11356,B,2022_刘霖_Unknown_null,True,53,387,True,118,False,0,1336,html_table
P08442,B,2021_Kalkhajeh Y et al_AgricEcosystEnviron_null,True,5,98,True,14,False,0,478,html_table
P08447,B,2021_Kalkhajeh YK et al_AgricEcosystEnviron_null_1,True,0,0,False,1,False,0,30,figure_only
P09817,B,0000_Ren J et al_null,True,21,305,True,34,False,0,195,html_table
P10531,B,2011_Peng C et al_null_null,True,2,31,True,6,False,0,62,html_table
P03108,B,10.13421_j．cnki．hjwsxzz,True,2,18,True,2,False,0,165,html_table
P05069,B,2021_孔颖_环境科学_10.7524-j.issn.0254-6108.2020050603,True,2,12,True,4,False,0,357,html_table
P10518,B,2011_Fu J. et al_Chemosphere_null,True,1,34,True,7,False,0,202,html_table
P10228,B,2005_Chen Y_EnvironInt_null,True,4,36,True,5,False,0,176,html_table
P09516,B,2026_Microplastics M et al_Science_10.3390-toxics14050406Toxics,True,4,53,True,12,False,0,527,html_table
P11622,B,2025_Unknown_Unknown_null_4,True,1,24,True,3,False,0,57,html_table
P11582,B,2025_Jin W et al_MarPollutBull_null,True,0,0,False,49,False,0,426,figure_only
P11628,B,2025_Wu J et al_EnvironPollut_null,True,2,52,True,22,False,0,279,html_table
P01482,B,2022_Zhang Z et al_JCleanProd_10.1016-j.jclepro.2022.135417,True,2,20,True,27,True,0,343,html_table
P09298,B,2025_Fan QX et al_EnvironPollut_null,True,0,0,False,1,False,0,31,figure_only
P03118,B,2008_孙峰_环境科学_10.13671-j.hjkxxb.2008.12.004,True,5,56,True,10,False,0,234,html_table
P07566,B,2017_Liu X et al_SciRep_null,True,4,51,True,38,False,0,346,html_table
P07445,B,2016_Wang H et al_PolJEnvironStud_10.15244-pjoes-62904,True,1,28,True,16,False,0,244,html_table
P11184,B,2020_宋梓菡_Unknown_null,True,32,387,True,80,False,0,1202,html_table
P09972,B,1991_Ma J. et al_Water_null,True,3,61,True,8,False,0,194,html_table
P05660,B,2002_Zhang G et al_EnvironSciTechnol_null,True,3,30,True,21,False,0,212,html_table
P11449,B,2023_资产信息网_Unknown_null,True,2,4,True,19,False,0,374,html_table
P01585,B,10.1016_j.jhazmat.2022.129175,True,0,0,False,23,True,0,49,figure_only
P08108,B,2020_Chen J et al_SciRep_null,True,0,0,False,9,False,0,232,figure_only
P08053,B,2019_Wang Q et al_EnvironSciPollutRes_10.1007-s11356-019-05355-z,True,2,38,True,15,False,0,325,html_table
P07668,B,2017_Zhou Y et al_SciRep_null,True,0,0,False,16,False,0,289,figure_only
P02760,B,2015_Li Y et al_EnvironEngSci_10.1089-ees.2014.0489,True,7,52,True,24,False,0,315,html_table
P07554,B,2017_Li Q et al_SciTotalEnviron_null,True,1,27,True,22,False,0,551,html_table
