DOI,Source,Latitude,Longitude,Province,Pollution_Type,SoilpH,pH,OC_pct,Cd_mgkg,Pb_mgkg,As_mgkg,Cr_mgkg,Hg_mgkg,Cu_mgkg,Zn_mgkg,Ni_mgkg,Sum_PAH_ngg,BaP_ngg,SumOCP_ngg,SumDDTs_ngg,SumPCB_ngg,SumHCHs_ngg,SumPAE_ugkg,SumPBDE_ngg,SumPFAS_ngg,TPH_ngg,HMWPAH_ngg,LMWPAH_ngg,标签,id_DOI,id_Source,split_source,is_synthetic
10.1016/j.jhazmat.2021.127514/339,SI_new_phase7_10.1016_j.jhazmat.2021.127514_339,,,Hunan,HM+OP,6.71,,,0.81,3.59,,,0.25,17.64,475.91,6.34,,,,,,,,,,,,,1,10.1016/j.jhazmat.2021.127514/339,SI_new_phase7_10.1016_j.jhazmat.2021.127514_339,real_model_ready,False
10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,,,,HM+OP,,,,,,5.35,14.04,,,,6.28,,,,,,,,,,,,,0,10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,real_model_ready,False
10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,,,,HM+OP,,,,,,111.27,162.66,,,,158.52,,,,,,,,,,,,,1,10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,real_model_ready,False
10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,,,,HM+OP,,,,,,9.57,35.28,,,,14.52,,,,,,,,,,,,,0,10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,real_model_ready,False
10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,,,,HM+OP,,,,,,6.04,45.8,,,,26.12,,,,,,,,,,,,,0,10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,real_model_ready,False
10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,,,,HM+OP,,,,,,13.51,24.55,,,,12.76,,,,,,,,,,,,,0,10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,real_model_ready,False
10.1038/s41598-017-12437-w/419,SI_new_phase7_10.1038_s41598-017-12437-w_419,,,Inner Mongolia,HM+OP,8.43,,0.904,,10.5,,37.14,,12.55,52.18,14.67,294.03,,,,,,,,,,,,0,10.1038/s41598-017-12437-w/419,SI_new_phase7_10.1038_s41598-017-12437-w_419,real_model_ready,False
10.1038/s41598-017-12437-w/419,SI_new_phase7_10.1038_s41598-017-12437-w_419,,,Inner Mongolia,HM+OP,8.44,,1.162,,12.38,,35.23,,13.96,55.47,15.32,262.52,,,,,,,,,,,,0,10.1038/s41598-017-12437-w/419,SI_new_phase7_10.1038_s41598-017-12437-w_419,real_model_ready,False
10.1016/j.jhazmat.2025.138421/mmc1,SI_phase7_10.1016_j.jhazmat.2025.138421_mmc1,,,Shanghai,HM+OP,6.51,,5.17,0.12,,,,,30.14,95.62,,,,,,,,,,,,,,0,10.1016/j.jhazmat.2025.138421/mmc1,SI_phase7_10.1016_j.jhazmat.2025.138421_mmc1,real_model_ready,False
10.1016/j.jhazmat.2025.138421/mmc1,SI_phase7_10.1016_j.jhazmat.2025.138421_mmc1,,,Shanghai,HM+OP,6.51,,5.17,1.29,,,,,30.14,95.62,,,,,,,,,,,,,,1,10.1016/j.jhazmat.2025.138421/mmc1,SI_phase7_10.1016_j.jhazmat.2025.138421_mmc1,real_model_ready,False
10.1016/j.jhazmat.2025.138421/mmc1,SI_phase7_10.1016_j.jhazmat.2025.138421_mmc1,,,Shanghai,HM+OP,6.51,,5.17,5.16,,,,,30.14,95.62,,,,,,,,,,,,,,1,10.1016/j.jhazmat.2025.138421/mmc1,SI_phase7_10.1016_j.jhazmat.2025.138421_mmc1,real_model_ready,False
10.1016/j.jhazmat.2025.138421/mmc1,SI_phase7_10.1016_j.jhazmat.2025.138421_mmc1,,,Shanghai,HM+OP,6.51,,5.17,0.15,,,,,30.14,95.62,,,,,,,,,,,,,,0,10.1016/j.jhazmat.2025.138421/mmc1,SI_phase7_10.1016_j.jhazmat.2025.138421_mmc1,real_model_ready,False
10.1016/j.jhazmat.2025.138421/mmc1,SI_phase7_10.1016_j.jhazmat.2025.138421_mmc1,,,Shanghai,HM+OP,6.51,,5.17,0.11,,,,,30.14,95.62,,,,,,,,,,,,,,0,10.1016/j.jhazmat.2025.138421/mmc1,SI_phase7_10.1016_j.jhazmat.2025.138421_mmc1,real_model_ready,False
10.1016/j.jhazmat.2025.138421/mmc1,SI_phase7_10.1016_j.jhazmat.2025.138421_mmc1,,,Shanghai,HM+OP,6.51,,5.17,1.18,,,,,30.14,95.62,,,,,,,,,,,,,,1,10.1016/j.jhazmat.2025.138421/mmc1,SI_phase7_10.1016_j.jhazmat.2025.138421_mmc1,real_model_ready,False
10.1016/j.jhazmat.2025.138421/mmc1,SI_phase7_10.1016_j.jhazmat.2025.138421_mmc1,,,Shanghai,HM+OP,6.51,,5.17,1.19,,,,,30.14,95.62,,,,,,,,,,,,,,1,10.1016/j.jhazmat.2025.138421/mmc1,SI_phase7_10.1016_j.jhazmat.2025.138421_mmc1,real_model_ready,False
10.1016/j.jhazmat.2025.138421/mmc1,SI_phase7_10.1016_j.jhazmat.2025.138421_mmc1,,,Shanghai,HM+OP,6.51,,5.17,5.06,,,,,30.14,95.62,,,,,,,,,,,,,,1,10.1016/j.jhazmat.2025.138421/mmc1,SI_phase7_10.1016_j.jhazmat.2025.138421_mmc1,real_model_ready,False
10.1016/j.jhazmat.2025.138421/mmc1,SI_phase7_10.1016_j.jhazmat.2025.138421_mmc1,,,Shanghai,HM+OP,6.51,,5.17,5.11,,,,,30.14,95.62,,,,,,,,,,,,,,1,10.1016/j.jhazmat.2025.138421/mmc1,SI_phase7_10.1016_j.jhazmat.2025.138421_mmc1,real_model_ready,False
10.1016/j.scitotenv.2025.178384,hermes_new_10.1016_j.scitotenv.2025.178384,,,Guangdong,HM+OP,5.98,,,0.34,105.42,17.07,51.65,1.05,46.74,149.67,15.17,145.07,9.38,,,,,,,,,103.46,41.61,1,10.1016/j.scitotenv.2025.178384,hermes_new_10.1016_j.scitotenv.2025.178384,real_model_ready,False
10.1016/j.scitotenv.2025.178384,Identification of driving factors for heavy metals and polycyclic aromatic hydrocarbons pollution in agricultural soils using interpretable machine learning,,,Guangdong,HM+OP,5.98,,,0.34,105.42,17.58,51.65,1.05,46.74,149.67,15.17,145.07,9.38,,,,,,,,,103.46,41.61,1,10.1016/j.scitotenv.2025.178384,Identification of driving factors for heavy metals and polycyclic aromatic hydrocarbons pollution in agricultural soils using interpretable machine learning,real_model_ready,False
10.1016/j.geoderma.2019.07.036,p7new_Delineation_of_soil_contaminant_plumes_at_a_co-contaminated_site_using_BP_neural,,,Beijing,HM+OP,,,,,,28.36,,,,,,,,,,,,,,,,,,1,10.1016/j.geoderma.2019.07.036,p7new_Delineation_of_soil_contaminant_plumes_at_a_co-contaminated_site_using_BP_neural,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,247520000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,4545880000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,327590000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,394860000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,190220000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,2062320000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,96570000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,47170000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,1207000000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,634850000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,799410000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,1053900000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,492620000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,139890000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,132400000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,51520000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,357630000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,175580000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,114300000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,,,,,,,,,,,11690000.0,,,,,,,,,,,,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False
10.3390/agriculture15181957//Zhang,SI_10.3390_agriculture15181957__Zhang G Ning G Zhang Y et al_Agriculture_2025_10_3390-agriculture15181957,,,Hebei,HM+OP,7.8,,,0.19,,,,,,,,,,,,,,,,,,,,0,10.3390/agriculture15181957//Zhang,SI_10.3390_agriculture15181957__Zhang G Ning G Zhang Y et al_Agriculture_2025_10_3390-agriculture15181957,real_model_ready,False
10.1016/j.scitotenv.2025.178384,Identification of driving factors for heavy metals and polycyclic aromatic hydrocarbons pollution in agricultural soils using interpretable machine learning,,,Guangdong,HM+OP,5.98,5.98,,0.34,105.42,,,1.05,46.74,149.67,,,9380.0,,,,,,,,,103460.0,41610.0,1,10.1016/j.scitotenv.2025.178384,Identification of driving factors for heavy metals and polycyclic aromatic hydrocarbons pollution in agricultural soils using interpretable machine learning,real_model_ready,False
10.1016/j.scitotenv.2025.178384,Identification of driving factors for heavy metals and polycyclic aromatic hydrocarbons pollution in agricultural soils using interpretable machine learning,,,Guangdong,HM+OP,5.96,,,0.34,105.42,,51.65,1.05,46.74,149.67,15.17,,9.38,,,,,,,,,103.46,41.61,1,10.1016/j.scitotenv.2025.178384,Identification of driving factors for heavy metals and polycyclic aromatic hydrocarbons pollution in agricultural soils using interpretable machine learning,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
