paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_1,Cd_mgkg,0.13,Unknown,table_p3_ri1_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S12,SumDDT_ngg,75.63,Unknown,table_p3_ri12_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_4,Cd_mgkg,0.1,Unknown,table_p3_ri13_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_4,As_mgkg,9.43,Unknown,table_p3_ri13_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_4,SumHCH_ngg,0.019,Unknown,table_p3_ri13_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_4,SumDDT_ngg,0.02,Unknown,table_p3_ri13_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S14,Cd_mgkg,0.12,Unknown,table_p3_ri14_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S14,As_mgkg,10.469999999999999,Unknown,table_p3_ri14_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S14,SumHCH_ngg,0.019,Unknown,table_p3_ri14_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S14,SumDDT_ngg,0.028999999999999998,Unknown,table_p3_ri14_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S15,Cd_mgkg,0.03,Unknown,table_p3_ri15_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S15,As_mgkg,2.13,Unknown,table_p3_ri15_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S15,SumHCH_ngg,0.002,Unknown,table_p3_ri15_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S15,SumDDT_ngg,0.01,Unknown,table_p3_ri15_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S16,Cd_mgkg,30.0,Unknown,table_p3_ri16_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S16,As_mgkg,22.59,Unknown,table_p3_ri16_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S16,SumHCH_ngg,10.53,Unknown,table_p3_ri16_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S16,SumDDT_ngg,50.0,Unknown,table_p3_ri16_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_5,Cd_mgkg,0.12,Unknown,table_p3_ri17_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_5,As_mgkg,9.28,Unknown,table_p3_ri17_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_5,SumHCH_ngg,0.017,Unknown,table_p3_ri17_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_5,SumDDT_ngg,0.223,Unknown,table_p3_ri17_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S18,Cd_mgkg,0.135,Unknown,table_p3_ri18_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S18,As_mgkg,9.41,Unknown,table_p3_ri18_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S18,SumHCH_ngg,0.0175,Unknown,table_p3_ri18_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S18,SumDDT_ngg,0.503,Unknown,table_p3_ri18_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S19,Cd_mgkg,0.04,Unknown,table_p3_ri19_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S19,As_mgkg,1.47,Unknown,table_p3_ri19_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S19,SumHCH_ngg,0.004,Unknown,table_p3_ri19_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S19,SumDDT_ngg,0.291,Unknown,table_p3_ri19_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S20,Cd_mgkg,33.33,Unknown,table_p3_ri20_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S20,As_mgkg,15.84,Unknown,table_p3_ri20_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S20,SumHCH_ngg,23.53,Unknown,table_p3_ri20_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S20,SumDDT_ngg,130.49,Unknown,table_p3_ri20_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_6,Cd_mgkg,0.12,Unknown,table_p3_ri21_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_6,As_mgkg,13.22,Unknown,table_p3_ri21_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_6,SumHCH_ngg,0.021,Unknown,table_p3_ri21_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_6,SumDDT_ngg,0.09,Unknown,table_p3_ri21_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S22,Cd_mgkg,0.145,Unknown,table_p3_ri22_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S22,As_mgkg,53.865,Unknown,table_p3_ri22_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S22,SumHCH_ngg,0.024,Unknown,table_p3_ri22_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S22,SumDDT_ngg,0.485,Unknown,table_p3_ri22_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S23,Cd_mgkg,0.04,Unknown,table_p3_ri23_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S23,As_mgkg,10.52,Unknown,table_p3_ri23_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S23,SumHCH_ngg,0.005,Unknown,table_p3_ri23_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_S23,SumDDT_ngg,0.24,Unknown,table_p3_ri23_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_Background,Cd_mgkg,33.33,Unknown,table_p3_ri24_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_Background,As_mgkg,79.58,Unknown,table_p3_ri24_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_Background,SumHCH_ngg,23.81,Unknown,table_p3_ri24_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_Background,SumDDT_ngg,266.67,Unknown,table_p3_ri24_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_I,Cd_mgkg,0.2,Unknown,table_p4_ri1_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_Ⅲ,Cd_mgkg,1.0,Unknown,table_p4_ri1_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_I,Cr_mgkg,90.0,Unknown,table_p4_ri2_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_Ⅲ,Cr_mgkg,300.0,Unknown,table_p4_ri2_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_I,Cu_mgkg,35.0,Unknown,table_p4_ri3_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_Ⅲ,Cu_mgkg,400.0,Unknown,table_p4_ri3_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_I,Pb_mgkg,35.0,Unknown,table_p4_ri4_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_Ⅲ,Pb_mgkg,500.0,Unknown,table_p4_ri4_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_I,Zn_mgkg,100.0,Unknown,table_p4_ri5_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_Ⅲ,Zn_mgkg,500.0,Unknown,table_p4_ri5_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_I,Hg_mgkg,0.15,Unknown,table_p4_ri6_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_Ⅲ,Hg_mgkg,1.5,Unknown,table_p4_ri6_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_I,As_mgkg,15.0,Unknown,table_p4_ri7_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_Ⅲ,As_mgkg,30.0,Unknown,table_p4_ri7_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_I,SumDDT_ngg,0.05,Unknown,table_p4_ri8_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_Ⅲ,SumDDT_ngg,1.0,Unknown,table_p4_ri8_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_I,SumHCH_ngg,0.05,Unknown,table_p4_ri9_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72174_j.jenvman.2005.02.011,72174_j.jenvman.2005.02.011_Ⅲ,SumHCH_ngg,1.0,Unknown,table_p4_ri9_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
