paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Samples_of_well_soil_in_Zhongyuan_Oilfield_area_have_been_used_for_more_than,TotalPHC_mgkg,327.805,Unknown,table_p5_ri1_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Number_of_samples_with_concentrations_less_than_ERL,Chr_ngg,75.0,Unknown,table_p11_ri10_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_PAHs_concentration_range,BbF_ngg,88.36,Unknown,table_p11_ri11_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Mean_concentration,BbF_ngg,53.91,Unknown,table_p11_ri11_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_PAHs_concentration_range,BkF_ngg,93.885,Unknown,table_p11_ri12_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Mean_concentration,BkF_ngg,60.41,Unknown,table_p11_ri12_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERL_standard,BaP_ngg,430.0,Unknown,table_p11_ri13_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERM_standard,BaP_ngg,1600.0,Unknown,table_p11_ri13_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_PAHs_concentration_range,BaP_ngg,85.14999999999999,Unknown,table_p11_ri13_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Mean_concentration,BaP_ngg,56.78,Unknown,table_p11_ri13_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Number_of_samples_with_concentrations_less_than_ERL,BaP_ngg,75.0,Unknown,table_p11_ri13_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERL_standard,BghiP_ngg,63.4,Unknown,table_p11_ri14_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERM_standard,BghiP_ngg,260.0,Unknown,table_p11_ri14_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_PAHs_concentration_range,BghiP_ngg,122.16,Unknown,table_p11_ri14_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Mean_concentration,BghiP_ngg,65.18,Unknown,table_p11_ri14_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Number_of_samples_with_concentrations_less_than_ERL,BghiP_ngg,46.0,Unknown,table_p11_ri14_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_PAHs_concentration_range,Sum_PAH_ngg,1927.035,Unknown,table_p11_ri16_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Mean_concentration,Sum_PAH_ngg,1238.57,Unknown,table_p11_ri16_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
