paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_N_C_s_}_}$,Nap_ngg,131.04,Unknown,table_p7_ri1_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_M_P_C_s_}_}$,Ant_ngg,0.14,Unknown,table_p7_ri9_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_M_P_C_s_}_}$,BaA_ngg,0.14,Unknown,table_p7_ri9_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_N_C_s_}_}$,Chr_ngg,0.63,Unknown,table_p7_ri10_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_M_P_C_s_}_}$,Chr_ngg,0.01,Unknown,table_p7_ri10_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_N_C_s_}_}$,Flt_ngg,19.39,Unknown,table_p7_ri11_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_N_C_s_}_}$,BbF_ngg,19.39,Unknown,table_p7_ri11_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_M_P_C_s_}_}$,Flt_ngg,0.19,Unknown,table_p7_ri11_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_M_P_C_s_}_}$,BbF_ngg,0.19,Unknown,table_p7_ri11_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_N_C_s_}_}$,Flt_ngg,1.85,Unknown,table_p7_ri12_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_N_C_s_}_}$,BkF_ngg,1.85,Unknown,table_p7_ri12_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_M_P_C_s_}_}$,Flt_ngg,0.02,Unknown,table_p7_ri12_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_M_P_C_s_}_}$,BkF_ngg,0.02,Unknown,table_p7_ri12_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_N_C_s_}_}$,Pyr_ngg,2.11,Unknown,table_p7_ri13_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_N_C_s_}_}$,BaP_ngg,2.11,Unknown,table_p7_ri13_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_M_P_C_s_}_}$,Pyr_ngg,0.02,Unknown,table_p7_ri13_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_M_P_C_s_}_}$,BaP_ngg,0.02,Unknown,table_p7_ri13_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_N_C_s_}_}$,Ant_ngg,1.51,Unknown,table_p7_ri14_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_N_C_s_}_}$,DahA_ngg,1.51,Unknown,table_p7_ri14_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_M_P_C_s_}_}$,Ant_ngg,0.02,Unknown,table_p7_ri14_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_M_P_C_s_}_}$,DahA_ngg,0.02,Unknown,table_p7_ri14_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_N_C_s_}_}$,Pyr_ngg,0.75,Unknown,table_p7_ri16_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_N_C_s_}_}$,Ind_ngg,0.75,Unknown,table_p7_ri16_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_M_P_C_s_}_}$,Pyr_ngg,0.01,Unknown,table_p7_ri16_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_M_P_C_s_}_}$,Ind_ngg,0.01,Unknown,table_p7_ri16_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_经口_CDI×10⁻4__$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Nap_ngg,23.25,Unknown,table_p8_ri1_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤__$\mathrm_{_C_D_I_}_\times_1_0_^_{_-_5_}$___$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Nap_ngg,6.35,Unknown,table_p8_ri1_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathcal_{_Y_}___{_\Sigma_}_\boxed_{_\mathbf_{_\Sigma_}_}$___$\mathrm_{_H_I_}_\times_1_0_^_{_-_6_}$,Nap_ngg,581.4,Unknown,table_p8_ri1_ci3,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤__$\mathrm_{_H_I_}_\times_1_0_^_{_-_4_}$,Nap_ngg,31.74,Unknown,table_p8_ri1_ci4,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathcal_{_Z_}___{_\mathrm_{_r_}_}_\sqcup_\mathrm_{_c_D_I_}_{_\times_}_1_0_^_{_-_4_}$___$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Nap_ngg,7.71,Unknown,table_p8_ri1_ci6,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤_CDI×10-⁵__$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Nap_ngg,2.11,Unknown,table_p8_ri1_ci7,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_经口__$\mathrm_{_C_R_}_\times_1_0_^_{_-_6_}$,Nap_ngg,5.63,Unknown,table_p8_ri1_ci8,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤__$\mathrm_{_C_R_}_\times_1_0_^_{_-_5_}$,Nap_ngg,1.13,Unknown,table_p8_ri1_ci9,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_经口_CDI×10⁻4__$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Acy_ngg,4.27,Unknown,table_p8_ri2_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤__$\mathrm_{_C_D_I_}_\times_1_0_^_{_-_5_}$___$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Acy_ngg,1.16,Unknown,table_p8_ri2_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathcal_{_Y_}___{_\Sigma_}_\boxed_{_\mathbf_{_\Sigma_}_}$___$\mathrm_{_H_I_}_\times_1_0_^_{_-_6_}$,Acy_ngg,71.09,Unknown,table_p8_ri2_ci3,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤__$\mathrm_{_H_I_}_\times_1_0_^_{_-_4_}$,Acy_ngg,3.88,Unknown,table_p8_ri2_ci4,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathcal_{_Z_}___{_\mathrm_{_r_}_}_\sqcup_\mathrm_{_c_D_I_}_{_\times_}_1_0_^_{_-_4_}$___$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Acy_ngg,12.79,Unknown,table_p8_ri2_ci6,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤_CDI×10-⁵__$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Acy_ngg,3.49,Unknown,table_p8_ri2_ci7,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_经口__$\mathrm_{_C_R_}_\times_1_0_^_{_-_6_}$,Acy_ngg,0.09,Unknown,table_p8_ri2_ci8,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤__$\mathrm_{_C_R_}_\times_1_0_^_{_-_5_}$,Acy_ngg,0.02,Unknown,table_p8_ri2_ci9,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_经口_CDI×10⁻4__$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Ace_ngg,4.48,Unknown,table_p8_ri3_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤__$\mathrm_{_C_D_I_}_\times_1_0_^_{_-_5_}$___$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Ace_ngg,1.22,Unknown,table_p8_ri3_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathcal_{_Y_}___{_\Sigma_}_\boxed_{_\mathbf_{_\Sigma_}_}$___$\mathrm_{_H_I_}_\times_1_0_^_{_-_6_}$,Ace_ngg,74.69,Unknown,table_p8_ri3_ci3,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤__$\mathrm_{_H_I_}_\times_1_0_^_{_-_4_}$,Ace_ngg,4.08,Unknown,table_p8_ri3_ci4,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathcal_{_Z_}___{_\mathrm_{_r_}_}_\sqcup_\mathrm_{_c_D_I_}_{_\times_}_1_0_^_{_-_4_}$___$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Ace_ngg,13.38,Unknown,table_p8_ri3_ci6,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤_CDI×10-⁵__$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Ace_ngg,3.65,Unknown,table_p8_ri3_ci7,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_经口__$\mathrm_{_C_R_}_\times_1_0_^_{_-_6_}$,Ace_ngg,9.77,Unknown,table_p8_ri3_ci8,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤__$\mathrm_{_C_R_}_\times_1_0_^_{_-_5_}$,Ace_ngg,1.95,Unknown,table_p8_ri3_ci9,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_经口_CDI×10⁻4__$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Flu_ngg,6.11,Unknown,table_p8_ri4_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤__$\mathrm_{_C_D_I_}_\times_1_0_^_{_-_5_}$___$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Flu_ngg,1.67,Unknown,table_p8_ri4_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathcal_{_Y_}___{_\Sigma_}_\boxed_{_\mathbf_{_\Sigma_}_}$___$\mathrm_{_H_I_}_\times_1_0_^_{_-_6_}$,Flu_ngg,152.7,Unknown,table_p8_ri4_ci3,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤__$\mathrm_{_H_I_}_\times_1_0_^_{_-_4_}$,Flu_ngg,8.34,Unknown,table_p8_ri4_ci4,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathcal_{_Z_}___{_\mathrm_{_r_}_}_\sqcup_\mathrm_{_c_D_I_}_{_\times_}_1_0_^_{_-_4_}$___$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Flu_ngg,8.33,Unknown,table_p8_ri4_ci6,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤_CDI×10-⁵__$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Flu_ngg,2.27,Unknown,table_p8_ri4_ci7,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_经口__$\mathrm_{_C_R_}_\times_1_0_^_{_-_6_}$,Flu_ngg,0.61,Unknown,table_p8_ri4_ci8,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤__$\mathrm_{_C_R_}_\times_1_0_^_{_-_5_}$,Flu_ngg,0.12,Unknown,table_p8_ri4_ci9,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_经口_CDI×10⁻4__$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Phe_ngg,4.2,Unknown,table_p8_ri5_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
