"paper_id","sample_id","pollutant_std","value","unit","evidence_location","matrix","site_type","province","extract_notes"
"P09487","HD16","SumPAE_ngg","11380","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD19","BBP_ngg","13790","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:H, mg/kg to ng/g(x1000)"
"P09487","HD19","DBP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:H, mg/kg to ng/g(x1000)"
"P09487","HD19","DEHP_ngg","41830","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:H, mg/kg to ng/g(x1000)"
"P09487","HD19","DEP_ngg","1310","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:H, mg/kg to ng/g(x1000)"
"P09487","HD19","DMP_ngg","2300","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:H, mg/kg to ng/g(x1000)"
"P09487","HD19","DNOP_ngg","44980","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:H, mg/kg to ng/g(x1000)"
"P09487","HD19","SumPAE_ngg","104210","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:H, mg/kg to ng/g(x1000)"
"P09487","HD23","BBP_ngg","3030","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD23","DBP_ngg","220","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD23","DEHP_ngg","8810","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD23","DEP_ngg","1010","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD23","DMP_ngg","3010","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD23","DNOP_ngg","1420","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD23","SumPAE_ngg","17510","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD25","BBP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD25","DBP_ngg","8180","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD25","DEHP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD25","DEP_ngg","640","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD25","DMP_ngg","2200","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD25","DNOP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD25","SumPAE_ngg","11010","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD32","BBP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD32","DBP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD32","DEHP_ngg","8010","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD32","DEP_ngg","810","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD32","DMP_ngg","2420","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD32","DNOP_ngg","20420","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD32","SumPAE_ngg","31660","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD33","BBP_ngg","8700","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD33","DBP_ngg","2710","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD33","DEHP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD33","DEP_ngg","1440","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD33","DMP_ngg","2050","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD33","DNOP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD33","SumPAE_ngg","14910","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD34","BBP_ngg","5230","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD34","DBP_ngg","1620","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD34","DEHP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD34","DEP_ngg","990","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD34","DMP_ngg","2420","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD34","DNOP_ngg","41290","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD34","SumPAE_ngg","51560","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD41","BBP_ngg","8620","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD41","DBP_ngg","1430","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD41","DEHP_ngg","34110","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD41","DEP_ngg","640","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD41","DMP_ngg","2250","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD41","DNOP_ngg","9310","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD41","SumPAE_ngg","56350","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD44","BBP_ngg","6020","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD44","DBP_ngg","3000","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD44","DEHP_ngg","33040","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD44","DEP_ngg","890","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD44","DMP_ngg","2290","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD44","DNOP_ngg","3010","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD44","SumPAE_ngg","48250","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD49","BBP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD49","DBP_ngg","8770","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD49","DEHP_ngg","12950","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD49","DEP_ngg","990","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD49","DMP_ngg","2650","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD49","DNOP_ngg","2990","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD49","SumPAE_ngg","28360","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD51","BBP_ngg","6470","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD51","DBP_ngg","2450","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD51","DEHP_ngg","35120","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD51","DEP_ngg","1090","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD51","DMP_ngg","2710","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD51","DNOP_ngg","2820","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD51","SumPAE_ngg","50670","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD58","BBP_ngg","6280","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD58","DBP_ngg","2630","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD58","DEHP_ngg","40280","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD58","DEP_ngg","930","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD58","DMP_ngg","2230","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD58","DNOP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD58","SumPAE_ngg","52350","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD59","BBP_ngg","7560","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD59","DBP_ngg","3930","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD59","DEHP_ngg","61640","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD59","DEP_ngg","950","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD59","DMP_ngg","2290","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD59","DNOP_ngg","19640","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD59","SumPAE_ngg","96010","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD61","BBP_ngg","6800","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD61","DBP_ngg","3130","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD61","DEHP_ngg","14930","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD61","DEP_ngg","850","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD61","DMP_ngg","2300","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD61","DNOP_ngg","35680","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD61","SumPAE_ngg","63680","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD65","BBP_ngg","15710","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD65","DBP_ngg","140","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD65","DEHP_ngg","5810","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD65","DEP_ngg","990","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD65","DMP_ngg","2190","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD65","DNOP_ngg","22020","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD65","SumPAE_ngg","46850","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD67","BBP_ngg","10480","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD67","DBP_ngg","2000","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD67","DEHP_ngg","8720","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD67","DEP_ngg","800","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD67","DMP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD67","DNOP_ngg","65200","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD67","SumPAE_ngg","87210","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD72","BBP_ngg","9800","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD72","DBP_ngg","3040","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD72","DEHP_ngg","52950","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD72","DEP_ngg","1030","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD72","DMP_ngg","2540","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD72","DNOP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD72","SumPAE_ngg","69360","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD74","BBP_ngg","7380","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD74","DBP_ngg","4700","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD74","DEHP_ngg","34460","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD74","DEP_ngg","830","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD74","DMP_ngg","2210","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD74","DNOP_ngg","4010","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD74","SumPAE_ngg","53590","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD80","BBP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD80","DBP_ngg","12760","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD80","DEHP_ngg","4130","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD80","DEP_ngg","8360","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD80","DMP_ngg","2380","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD80","DNOP_ngg","37720","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD80","SumPAE_ngg","65350","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:M, mg/kg to ng/g(x1000)"
"P09487","HD81","BBP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD81","DBP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD81","DEHP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD81","DEP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD81","DMP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD81","DNOP_ngg","43500","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD81","SumPAE_ngg","43500","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD84","BBP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD84","DBP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD84","DEHP_ngg","2990","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD84","DEP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD84","DMP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD84","DNOP_ngg","33050","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD84","SumPAE_ngg","36040","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD86","BBP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD86","DBP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD86","DEHP_ngg","4140","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD86","DEP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD86","DMP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD86","DNOP_ngg","22880","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD86","SumPAE_ngg","27020","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD88","BBP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
"P09487","HD88","DBP_ngg","0","ng/g","Table S2 SI-mmc1","soil","agricultural","Hubei","Table S2, Group:L, mg/kg to ng/g(x1000)"
