paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
72410_jep.2011.210153,72410_jep.2011.210153_Chang-Zhu-Tan,Nap_ngg,459.0,Unknown,table_p4_ri2_ci1,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Xiangtan,Flu_ngg,2728.0,Unknown,table_p4_ri8_ci4,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Shanghai,Flu_ngg,1234.0,Unknown,table_p4_ri8_ci5,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Macao,Flu_ngg,2786.0,Unknown,table_p4_ri8_ci6,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Berlin,Flu_ngg,2273.0,Unknown,table_p4_ri8_ci7,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_USA,Flu_ngg,3831.0,Unknown,table_p4_ri8_ci8,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Chang-Zhu-Tan,Pyr_ngg,1026.0,Unknown,table_p4_ri9_ci1,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Changsha,Pyr_ngg,2873.0,Unknown,table_p4_ri9_ci2,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Zhuzhou,Pyr_ngg,737.0,Unknown,table_p4_ri9_ci3,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Xiangtan,Pyr_ngg,1769.0,Unknown,table_p4_ri9_ci4,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Shanghai,Pyr_ngg,845.0,Unknown,table_p4_ri9_ci5,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Macao,Pyr_ngg,1826.0,Unknown,table_p4_ri9_ci6,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Berlin,Pyr_ngg,1593.0,Unknown,table_p4_ri9_ci7,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_USA,Pyr_ngg,2873.0,Unknown,table_p4_ri9_ci8,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Chang-Zhu-Tan,BaA_ngg,363.0,Unknown,table_p4_ri10_ci1,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Changsha,BaA_ngg,1411.0,Unknown,table_p4_ri10_ci2,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Zhuzhou,BaA_ngg,228.0,Unknown,table_p4_ri10_ci3,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Xiangtan,BaA_ngg,501.0,Unknown,table_p4_ri10_ci4,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Shanghai,BaA_ngg,200.0,Unknown,table_p4_ri10_ci5,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Macao,BaA_ngg,340.0,Unknown,table_p4_ri10_ci6,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Berlin,BaA_ngg,706.0,Unknown,table_p4_ri10_ci7,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_USA,BaA_ngg,1411.0,Unknown,table_p4_ri10_ci8,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Chang-Zhu-Tan,BbF_ngg,917.0,Unknown,table_p4_ri12_ci1,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Changsha,BbF_ngg,2881.0,Unknown,table_p4_ri12_ci2,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Zhuzhou,BbF_ngg,866.0,Unknown,table_p4_ri12_ci3,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Xiangtan,BbF_ngg,1578.0,Unknown,table_p4_ri12_ci4,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Shanghai,BbF_ngg,656.0,Unknown,table_p4_ri12_ci5,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Macao,BbF_ngg,969.0,Unknown,table_p4_ri12_ci6,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Berlin,BbF_ngg,1247.0,Unknown,table_p4_ri12_ci7,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_USA,BbF_ngg,2881.0,Unknown,table_p4_ri12_ci8,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Chang-Zhu-Tan,BkF_ngg,277.0,Unknown,table_p4_ri13_ci1,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Changsha,BkF_ngg,883.0,Unknown,table_p4_ri13_ci2,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Zhuzhou,BkF_ngg,217.0,Unknown,table_p4_ri13_ci3,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Xiangtan,BkF_ngg,804.0,Unknown,table_p4_ri13_ci4,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Shanghai,BkF_ngg,140.0,Unknown,table_p4_ri13_ci5,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Macao,BkF_ngg,220.0,Unknown,table_p4_ri13_ci6,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Berlin,BkF_ngg,494.0,Unknown,table_p4_ri13_ci7,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_USA,BkF_ngg,883.0,Unknown,table_p4_ri13_ci8,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Chang-Zhu-Tan,BaP_ngg,547.0,Unknown,table_p4_ri14_ci1,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Changsha,BaP_ngg,1827.0,Unknown,table_p4_ri14_ci2,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Zhuzhou,BaP_ngg,309.0,Unknown,table_p4_ri14_ci3,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Xiangtan,BaP_ngg,807.0,Unknown,table_p4_ri14_ci4,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Shanghai,BaP_ngg,441.0,Unknown,table_p4_ri14_ci5,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Macao,BaP_ngg,1292.0,Unknown,table_p4_ri14_ci6,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_Berlin,BaP_ngg,971.0,Unknown,table_p4_ri14_ci7,dust,industrial,,phase14_auto; confidence=high; flag=,,
72410_jep.2011.210153,72410_jep.2011.210153_USA,BaP_ngg,1827.0,Unknown,table_p4_ri14_ci8,dust,industrial,,phase14_auto; confidence=high; flag=,,
