paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_1,OC_pct,18.7,Unknown,table_p2_ri1_ci8,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs)_vs._log(TOC),SumPCB_ngg,0.435,Unknown,table_p3_ri3_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs/TOC)_vs._1/Ta,SumPCB_ngg,0.44,Unknown,table_p3_ri3_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_$P___{_L_}_\left(_\mathrm_{_P_a_}_\right)_^_{_\mathrm_{_b_}_}$,SumPCB_ngg,4004.0,Unknown,table_p3_ri3_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs)_vs._log(TOC),SumPCB_ngg,0.416,Unknown,table_p3_ri4_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs/TOC)_vs._1/Ta,SumPCB_ngg,0.45,Unknown,table_p3_ri4_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_$P___{_L_}_\left(_\mathrm_{_P_a_}_\right)_^_{_\mathrm_{_b_}_}$,SumPCB_ngg,4349.0,Unknown,table_p3_ri4_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs)_vs._log(TOC),SumPCB_ngg,0.446,Unknown,table_p3_ri5_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs/TOC)_vs._1/Ta,SumPCB_ngg,0.39,Unknown,table_p3_ri5_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_$P___{_L_}_\left(_\mathrm_{_P_a_}_\right)_^_{_\mathrm_{_b_}_}$,SumPCB_ngg,3901.0,Unknown,table_p3_ri5_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs)_vs._log(TOC),SumPCB_ngg,0.546,Unknown,table_p3_ri6_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs/TOC)_vs._1/Ta,SumPCB_ngg,0.4,Unknown,table_p3_ri6_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_$P___{_L_}_\left(_\mathrm_{_P_a_}_\right)_^_{_\mathrm_{_b_}_}$,SumPCB_ngg,3537.0,Unknown,table_p3_ri6_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs)_vs._log(TOC),SumPCB_ngg,0.501,Unknown,table_p3_ri7_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs/TOC)_vs._1/Ta,SumPCB_ngg,0.46,Unknown,table_p3_ri7_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_$P___{_L_}_\left(_\mathrm_{_P_a_}_\right)_^_{_\mathrm_{_b_}_}$,SumPCB_ngg,4946.0,Unknown,table_p3_ri7_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs)_vs._log(TOC),SumPCB_ngg,0.507,Unknown,table_p3_ri8_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs/TOC)_vs._1/Ta,SumPCB_ngg,0.58,Unknown,table_p3_ri8_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_$P___{_L_}_\left(_\mathrm_{_P_a_}_\right)_^_{_\mathrm_{_b_}_}$,SumPCB_ngg,4295.0,Unknown,table_p3_ri8_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs)_vs._log(TOC),SumPCB_ngg,0.458,Unknown,table_p3_ri9_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs/TOC)_vs._1/Ta,SumPCB_ngg,0.29,Unknown,table_p3_ri9_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_$P___{_L_}_\left(_\mathrm_{_P_a_}_\right)_^_{_\mathrm_{_b_}_}$,SumPCB_ngg,4534.0,Unknown,table_p3_ri9_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs)_vs._log(TOC),SumPCB_ngg,0.59,Unknown,table_p3_ri10_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs/TOC)_vs._1/Ta,SumPCB_ngg,0.42,Unknown,table_p3_ri10_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_$P___{_L_}_\left(_\mathrm_{_P_a_}_\right)_^_{_\mathrm_{_b_}_}$,SumPCB_ngg,3827.0,Unknown,table_p3_ri10_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs)_vs._log(TOC),SumPCB_ngg,0.255,Unknown,table_p3_ri11_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs/TOC)_vs._1/Ta,SumPCB_ngg,0.26,Unknown,table_p3_ri11_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_$P___{_L_}_\left(_\mathrm_{_P_a_}_\right)_^_{_\mathrm_{_b_}_}$,SumPCB_ngg,5176.0,Unknown,table_p3_ri11_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs)_vs._log(TOC),SumPCB_ngg,0.258,Unknown,table_p3_ri12_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_log(POPs/TOC)_vs._1/Ta,SumPCB_ngg,0.15,Unknown,table_p3_ri12_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72288_j.chemosphere.2009.06.045,72288_j.chemosphere.2009.06.045_$P___{_L_}_\left(_\mathrm_{_P_a_}_\right)_^_{_\mathrm_{_b_}_}$,SumPCB_ngg,5049.0,Unknown,table_p3_ri12_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
