SoilpH,OC_pct,CEC_cmolkg,Sand_pct,Silt_pct,Clay_pct,SoilBD_gcm3,Elevation_m,MAP_mm,EC_mScm,TN_gkg,gee_ndvi,gee_precip_annual_mm,gee_temp_mean_c,gee_elevation_m,gee_slope_deg,gee_aspect_deg,gee_soil_pH,gee_soc_g_kg,gee_cec_cmol_kg,gee_clay_pct,gee_sand_pct,gee_silt_pct,gee_bulk_density_g_cm3,gee_nitrogen_g_kg,SoilpH__missing,OC_pct__missing,CEC_cmolkg__missing,Sand_pct__missing,Silt_pct__missing,Clay_pct__missing,SoilBD_gcm3__missing,Elevation_m__missing,MAP_mm__missing,EC_mScm__missing,TN_gkg__missing,gee_ndvi__missing,gee_precip_annual_mm__missing,gee_temp_mean_c__missing,gee_elevation_m__missing,gee_slope_deg__missing,gee_aspect_deg__missing,gee_soil_pH__missing,gee_soc_g_kg__missing,gee_cec_cmol_kg__missing,gee_clay_pct__missing,gee_sand_pct__missing,gee_silt_pct__missing,gee_bulk_density_g_cm3__missing,gee_nitrogen_g_kg__missing
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.4083391304347826,527.0,2.200000047683716,4156.0,13.24201488494873,58.36382675170898,6.300000190734863,774.0,313.0,14.399999618530272,42.20000076293945,43.400001525878906,1.059999942779541,5234.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5469347826086957,727.0,13.800000190734863,398.0,14.106168746948242,70.23345184326172,6.900000095367432,333.0,259.0,24.399999618530277,27.5,48.09999847412109,1.2599999904632568,2209.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.3254826086956521,451.0,10.5,760.0,0.0,0.0,7.900000095367432,88.0,210.0,19.0,38.400001525878906,42.59999847412109,1.3300000429153442,1269.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.3042,1096.0,-1.0,4397.0,41.03124237060547,355.9480285644531,6.300000190734863,1058.0,295.0,18.899999618530277,46.29999923706055,34.79999923706055,1.059999942779541,7626.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.3577260869565217,569.0,7.900000095367432,2068.0,14.891538619995115,97.43248748779295,7.699999809265137,440.0,271.0,22.399999618530277,30.200000762939453,47.400001525878906,1.2100000381469729,3675.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5558173913043478,744.0,15.0,47.0,0.4840566515922546,196.6612091064453,7.599999904632568,192.0,216.0,35.20000076293945,19.399999618530277,45.400001525878906,1.309999942779541,1731.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5912391304347826,966.0,16.899999618530273,487.0,14.582042694091797,120.3701400756836,7.599999904632568,298.0,275.0,22.700000762939453,27.100000381469727,50.20000076293945,1.2799999713897705,4405.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.0722043478260869,276.0,-8.0,4497.0,9.282082557678224,226.10577392578125,7.199999809265137,417.0,283.0,24.100000381469727,39.0,36.79999923706055,1.2100000381469729,4491.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.1224826086956521,196.0,7.099999904632568,1737.0,0.8837695121765137,90.0,8.199999809265137,73.0,203.0,21.700000762939453,44.70000076293945,33.599998474121094,1.2899999618530271,1755.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.0990130434782608,188.0,8.5,1489.0,0.5986500978469849,281.1662292480469,8.199999809265137,70.0,204.0,16.299999237060547,47.59999847412109,36.20000076293945,1.409999966621399,1034.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.4184521739130435,746.0,0.8999999761581421,4288.0,12.546449661254885,166.62744140625,6.5,934.0,239.0,17.100000381469727,48.59999847412109,34.29999923706055,1.0499999523162842,7143.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.1556173913043478,338.0,8.100000381469727,1361.0,0.5487555265426636,212.3216552734375,8.300000190734863,60.0,201.0,15.5,52.70000076293945,31.799999237060547,1.3899999856948853,1575.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.693295652173913,783.0,13.199999809265137,829.0,23.62932777404785,177.4620361328125,6.699999809265137,357.0,209.0,19.5,33.599998474121094,46.900001525878906,1.25,3314.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.2004695652173913,186.0,8.699999809265137,1173.0,2.018179416656494,106.68508911132812,8.399999618530273,72.0,178.0,15.199999809265137,49.0,35.79999923706055,1.3300000429153442,1207.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.1990173913043478,448.0,-5.300000190734863,4678.0,7.11518669128418,333.0712280273437,6.900000095367432,508.0,323.0,17.299999237060547,40.5,42.20000076293945,1.059999942779541,4954.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5689695652173913,651.0,4.800000190734863,2752.0,34.87555694580078,91.66365814208984,6.5,654.0,246.0,22.299999237060547,35.29999923706055,42.400001525878906,1.1799999475479126,5866.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.4385913043478261,442.0,0.0,3584.0,17.011171340942383,111.73883056640624,7.699999809265137,621.0,184.0,21.200000762939453,31.700000762939453,47.20000076293945,1.059999942779541,4095.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.1138347826086956,153.0,8.199999809265137,1213.0,0.757688581943512,336.63916015625,8.300000190734863,53.0,196.0,21.299999237060547,44.5,34.20000076293945,1.4500000476837158,1130.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.4152391304347826,514.0,2.799999952316284,4122.0,22.029869079589844,233.4809112548828,6.300000190734863,587.0,258.0,17.100000381469727,43.79999923706055,39.0,1.2000000476837158,5070.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.0646217391304347,108.0,7.900000095367432,1368.0,0.148547425866127,270.0,8.199999809265137,96.0,200.0,25.700000762939453,33.900001525878906,40.400001525878906,1.409999966621399,1564.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.4537782608695652,642.0,14.600000381469728,88.0,0.0,0.0,7.900000095367432,142.0,262.0,21.299999237060547,35.900001525878906,42.79999923706055,1.3200000524520874,1562.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.342495652173913,548.0,-1.2000000476837158,4561.0,26.84039306640625,102.47035217285156,6.5,729.0,303.0,16.5,41.900001525878906,41.59999847412109,1.0499999523162842,5256.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.0648391304347826,137.0,0.800000011920929,3442.0,1.3779197931289673,47.70253753662109,8.100000381469727,92.0,193.0,18.5,53.29999923706055,28.200000762939453,1.350000023841858,991.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.3078260869565217,271.0,-2.900000095367432,3849.0,7.849514961242676,26.45060157775879,7.5,609.0,259.0,15.5,43.59999847412109,40.900001525878906,1.1100000143051147,4312.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5422173913043478,595.0,12.199999809265137,1593.0,11.234244346618652,55.923282623291016,7.0,557.0,213.0,25.100000381469727,28.600000381469727,46.29999923706055,1.2599999904632568,6737.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6627,988.0,16.799999237060547,410.0,2.908497810363769,354.6694030761719,7.300000190734863,393.0,278.0,27.100000381469727,28.5,44.5,1.2699999809265137,4555.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.4176130434782609,500.0,-1.2000000476837158,3381.0,18.584850311279297,247.34727478027344,7.5,682.0,217.0,23.299999237060547,34.20000076293945,42.5,1.0499999523162842,4506.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.1782739130434782,346.0,7.400000095367432,1341.0,0.3197855651378631,248.74371337890625,8.399999618530273,91.0,197.0,18.5,50.70000076293945,30.799999237060547,1.4199999570846558,1257.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6523478260869565,1195.0,14.800000190734863,313.0,10.95832061767578,151.3825225830078,6.0,353.0,184.0,14.100000381469728,46.900001525878906,38.900001525878906,1.2200000286102295,2701.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6744304347826087,1202.0,13.100000381469728,948.0,13.19564723968506,128.4158477783203,5.900000095367432,456.0,221.0,24.700000762939453,29.5,45.79999923706055,1.190000057220459,4533.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.1260913043478261,192.0,7.599999904632568,1661.0,2.4478015899658203,73.50044250488281,8.199999809265137,75.0,212.0,18.299999237060547,41.900001525878906,39.79999923706055,1.399999976158142,1488.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.541504347826087,895.0,16.399999618530273,660.0,6.386440753936768,6.117681980133057,7.0,309.0,312.0,23.700000762939453,30.799999237060547,45.5,1.309999942779541,5433.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.4724521739130435,1123.0,18.100000381469727,201.0,5.328742980957031,27.19513893127441,6.599999904632568,366.0,225.0,25.700000762939453,33.099998474121094,41.20000076293945,1.309999942779541,3662.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.697795652173913,977.0,12.800000190734863,802.0,18.75024032592773,163.67861938476562,6.300000190734863,467.0,203.0,25.200000762939453,33.29999923706055,41.5,1.2000000476837158,3423.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,1.143,12.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5907,928.0,15.899999618530272,795.0,6.118983745574951,213.85028076171875,6.800000190734863,330.0,282.0,31.899999618530277,24.200000762939453,43.900001525878906,1.2599999904632568,5035.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
