DOI,Source,Latitude,Longitude,Province,Pollution_Type,SoilpH,pH,OC_pct,Cd_mgkg,Pb_mgkg,As_mgkg,Cr_mgkg,Hg_mgkg,Cu_mgkg,Zn_mgkg,Ni_mgkg,Sum_PAH_ngg,BaP_ngg,SumOCP_ngg,SumDDTs_ngg,SumPCB_ngg,SumHCHs_ngg,SumPAE_ugkg,SumPBDE_ngg,SumPFAS_ngg,TPH_ngg,HMWPAH_ngg,LMWPAH_ngg,标签_生产,标签_生态,标签,id_DOI,id_Source,split_source,is_synthetic,pH__missing,Cd_mgkg__missing,Pb_mgkg__missing,As_mgkg__missing,Cr_mgkg__missing,Hg_mgkg__missing,Cu_mgkg__missing,Zn_mgkg__missing,Ni_mgkg__missing,Sum_PAH_ngg__missing,BaP_ngg__missing,SumOCP_ngg__missing,SumDDTs_ngg__missing,SumPCB_ngg__missing,SumHCHs_ngg__missing,SumPAE_ugkg__missing,SumPBDE_ngg__missing,SumPFAS_ngg__missing,TPH_ngg__missing,HMWPAH_ngg__missing,LMWPAH_ngg__missing
10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,,,,HM+OP,,8.0,,1.371654522789342,62.516250304979124,26.13609873069696,65.56513406490065,0.15783478726358546,36.7523607113945,129.79937804031175,30.57735324144374,247520.0,2066.6322817291134,77.2,20.0,20083.337499999998,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1,1,10.1089/ees.2020.0416,The Pollution Characteristics and Full-Scale Risk Assessment of Coking Plant Soil Co-Contaminated with Polycyclic Aromatic Hydrocarbons and Heavy Metals,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1016/j.envpol.2021.117191,A novel method to analyze the spatial distribution and potential sources of pollutant combinations in the soil of Beijing urban parks,40.5,116.55,北京,HM+OP,8.4,8.0,,0.37,29.1,13.408822401025944,104.8,0.7719672232140022,34.8,122.2,32.143214605383974,471.9,65.22626752234689,77.2,20.0,92.39861432318881,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1016/j.envpol.2021.117191,A novel method to analyze the spatial distribution and potential sources of pollutant combinations in the soil of Beijing urban parks,real_model_ready,False,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.21203/rs.3.rs-1769519/v1,"Combined Pollution of Heavy Metals and Polycyclic Aromatic Hydrocarbons in the soil in Shenfu Region, China - A Case of Three Different Cities",,,辽宁,HM+OP,,8.0,,0.15143155527444424,31.39,8.39,104.57,0.18993075535232345,45.51,110.23,37.01,3906680.0,147466.1,77.2,20.0,1105122.5,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1,1,10.21203/rs.3.rs-1769519/v1,"Combined Pollution of Heavy Metals and Polycyclic Aromatic Hydrocarbons in the soil in Shenfu Region, China - A Case of Three Different Cities",real_model_ready,False,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.21203/rs.3.rs-1769519/v1,"Combined Pollution of Heavy Metals and Polycyclic Aromatic Hydrocarbons in the soil in Shenfu Region, China - A Case of Three Different Cities",,,辽宁,HM+OP,,8.0,,0.15143155527444424,24.98,9.76,79.25,0.17188068871766798,19.44,85.26,37.53,726940.0,98275.0,77.2,20.0,825677.5,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1,1,10.21203/rs.3.rs-1769519/v1,"Combined Pollution of Heavy Metals and Polycyclic Aromatic Hydrocarbons in the soil in Shenfu Region, China - A Case of Three Different Cities",real_model_ready,False,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1007/s11356-015-5249-1,"Temporal trends and risk assessment of polychlorinated biphenyls and heavy metals in a solid waste site in Taizhou, China",29.10527778,121.5286111,Zhejiang,HM+OP,,8.0,,1.1,132.46,23.450545324653415,408.28,1.45,300.3,59.46,36.24,206077.2785231467,1656.0830417121583,77.2,20.0,6902.9,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1,1,10.1007/s11356-015-5249-1,"Temporal trends and risk assessment of polychlorinated biphenyls and heavy metals in a solid waste site in Taizhou, China",real_model_ready,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,,,Jiangsu,HM+OP,,8.0,,0.34192476906942143,21.0,6.088862798222069,39.0,3.0,4.5,46.0,12.0,109183.95102811042,982.176336736931,77.2,20.0,98.40154740523737,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,real_model_ready,False,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,,,Jiangsu,HM+OP,,8.0,,7.210066366179977,24.0,38.25158488675485,193.0,3.5,58.0,56.0,23.0,140004.02204100613,1360.4412655980673,77.2,20.0,223.23752999102285,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,real_model_ready,False,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,,,Jiangsu,HM+OP,,8.0,,10.545536421565767,20.0,43.404385505569046,177.0,4.0,27.0,52.0,6.0,140004.02204100613,1420.7584227409245,77.2,20.0,233.25580506412226,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,real_model_ready,False,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,,,Jiangsu,HM+OP,,8.0,,0.15143155527444424,19.0,10.264120384040051,164.0,2.5,38.0,202.0,69.0,124863.30651292492,2428.977227435185,77.2,20.0,223.93121461835204,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,real_model_ready,False,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,,,Jiangsu,HM+OP,,8.0,,0.29753518573608806,26.0,7.989382137093161,139.0,2.5,5.5,48.0,24.0,154062.53736013809,1560.4696298060219,77.2,20.0,223.93121461835204,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,real_model_ready,False,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,,,Jiangsu,HM+OP,,8.0,,0.2679459000218024,18.0,8.036479630878636,142.0,3.0,18.0,98.0,30.0,1379.7835411732488,70.85066378297036,77.2,20.0,85.97924630999927,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,real_model_ready,False,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,,,Jiangsu,HM+OP,,8.0,,8.011511291846547,5.5,29.1660130497712,98.0,3.0,34.0,46.0,54.0,138693.12463394762,2151.0982668999286,77.2,20.0,233.25580506412226,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,real_model_ready,False,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,,,Jiangsu,HM+OP,,8.0,,0.5969283867372445,11.0,20.51941788968282,107.0,3.5,22.0,85.0,36.0,150721.62463394762,2504.514108733262,77.2,20.0,223.17502999102285,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,real_model_ready,False,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,,,Jiangsu,HM+OP,,8.0,,3.3360244749923154,14.0,36.5449942813175,135.0,3.0,41.0,81.0,78.0,147829.62463394762,2148.9307753999283,77.2,20.0,213.64502999102282,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,real_model_ready,False,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,,,Jiangsu,HM+OP,,8.0,,1.3415722024176202,37.0,25.798346899917636,114.0,3.5,39.0,55.0,23.0,149140.52204100613,1317.9976924433845,77.2,20.0,223.17502999102285,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,real_model_ready,False,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,,,Jiangsu,HM+OP,,8.0,,9.195439717550826,28.0,30.980270605678744,80.0,4.0,34.0,48.0,6.0,254780.04890763207,759.2334307467637,77.2,20.0,1987.3961020462168,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.14088/j.cnki.issn0439-8114.2017.21.009,phase6_某农药厂场地土壤污染调查与生态健康风险研究-陈冬,real_model_ready,False,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1016/j.ecoenv.2024.116927/178,SI_new_phase7_10.1016_j.ecoenv.2024.116927_178,,,,HM+OP,8.69,8.0,,0.31,118.0,16.1,68.43252750769167,0.15,1357.0,483.0,18.0,279672.44493529125,1926.9739082796182,77.2,20.0,14.0,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.1016/j.ecoenv.2024.116927/178,SI_new_phase7_10.1016_j.ecoenv.2024.116927_178,real_model_ready,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1016/j.ecoenv.2024.116927/178,SI_new_phase7_10.1016_j.ecoenv.2024.116927_178,,,,HM+OP,7.92,8.0,,0.39,150.0,17.9,56.76015250769166,0.74,707.0,304.0,18.1,309356.429116728,1973.5850193907295,77.2,20.0,9.83,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.1016/j.ecoenv.2024.116927/178,SI_new_phase7_10.1016_j.ecoenv.2024.116927_178,real_model_ready,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1016/j.ecoenv.2024.116927/178,SI_new_phase7_10.1016_j.ecoenv.2024.116927_178,,,,HM+OP,6.9,8.0,,0.57,76.0,15.8,37.38744818347947,0.28,212.0,329.0,19.9,1049.2469218388896,58.80288609256009,77.2,20.0,82.0,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.1016/j.ecoenv.2024.116927/178,SI_new_phase7_10.1016_j.ecoenv.2024.116927_178,real_model_ready,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1016/j.ecoenv.2024.116927/178,SI_new_phase7_10.1016_j.ecoenv.2024.116927_178,,,,HM+OP,6.7,8.0,,0.48,48.8,13.1,31.852019890586554,0.14,326.0,154.0,18.7,1049.2469218388896,66.25969170130543,77.2,20.0,25.6,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.1016/j.ecoenv.2024.116927/178,SI_new_phase7_10.1016_j.ecoenv.2024.116927_178,real_model_ready,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1016/j.ecoenv.2024.116927/383,SI_new_phase7_10.1016_j.ecoenv.2024.116927_383,,,,HM+OP,8.69,8.0,,0.31,118.0,16.1,68.43252750769167,0.15,1357.0,483.0,18.0,279672.44493529125,1926.9739082796182,77.2,20.0,14.0,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.1016/j.ecoenv.2024.116927/383,SI_new_phase7_10.1016_j.ecoenv.2024.116927_383,real_model_ready,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1016/j.ecoenv.2024.116927/383,SI_new_phase7_10.1016_j.ecoenv.2024.116927_383,,,,HM+OP,7.92,8.0,,0.39,150.0,17.9,56.76015250769166,0.74,707.0,304.0,18.1,309356.429116728,1973.5850193907295,77.2,20.0,9.83,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.1016/j.ecoenv.2024.116927/383,SI_new_phase7_10.1016_j.ecoenv.2024.116927_383,real_model_ready,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1016/j.ecoenv.2024.116927/383,SI_new_phase7_10.1016_j.ecoenv.2024.116927_383,,,,HM+OP,6.9,8.0,,0.57,76.0,15.8,37.38744818347947,0.28,212.0,329.0,19.9,1049.2469218388896,58.80288609256009,77.2,20.0,82.0,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.1016/j.ecoenv.2024.116927/383,SI_new_phase7_10.1016_j.ecoenv.2024.116927_383,real_model_ready,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1016/j.ecoenv.2024.116927/383,SI_new_phase7_10.1016_j.ecoenv.2024.116927_383,,,,HM+OP,6.7,8.0,,0.48,48.8,13.1,31.852019890586554,0.14,326.0,154.0,18.7,1049.2469218388896,66.25969170130543,77.2,20.0,25.6,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.1016/j.ecoenv.2024.116927/383,SI_new_phase7_10.1016_j.ecoenv.2024.116927_383,real_model_ready,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1016/j.jhazmat.2021.127514/339,SI_new_phase7_10.1016_j.jhazmat.2021.127514_339,,,Hunan,HM+OP,7.56,8.0,,1.17,22.16,30.8045324510267,199.34505639484632,0.58,31.07,464.81,80.22,159211.67993865753,1430.9997443361626,77.2,20.0,230.45791596487487,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.1016/j.jhazmat.2021.127514/339,SI_new_phase7_10.1016_j.jhazmat.2021.127514_339,real_model_ready,False,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1016/j.jhazmat.2021.127514/339,SI_new_phase7_10.1016_j.jhazmat.2021.127514_339,,,Hunan,HM+OP,6.61,8.0,,0.2,9.91,6.034523367016738,25.651657092941953,0.32,30.03,155.49,13.98,171959.11788045365,1051.0259389506857,77.2,20.0,239.98791596487484,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1016/j.jhazmat.2021.127514/339,SI_new_phase7_10.1016_j.jhazmat.2021.127514_339,real_model_ready,False,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1016/j.jhazmat.2021.127514/339,SI_new_phase7_10.1016_j.jhazmat.2021.127514_339,,,Hunan,HM+OP,6.71,8.0,,0.81,3.59,10.321276084251348,25.27566899025224,0.25,17.64,475.91,6.34,149202.34121378697,1018.9697350404292,77.2,20.0,5203.168863636365,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.1016/j.jhazmat.2021.127514/339,SI_new_phase7_10.1016_j.jhazmat.2021.127514_339,real_model_ready,False,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,,,,HM+OP,,8.0,,0.14337103795282377,25.04271859321059,5.35,14.04,0.07830525319860374,13.737921093222946,101.33038018216986,6.28,253510.15250287057,1466.144366480561,77.2,20.0,23134.042500000003,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,real_model_ready,False,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,,,,HM+OP,,8.0,,40.31727156267647,533.4005404228393,111.27,162.66,5.584627499999997,635.3085817463175,1037.200823298021,158.52,82190.63525552508,1073.5728185514442,77.2,20.0,570.159720543051,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1,1,10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,real_model_ready,False,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,,,,HM+OP,,8.0,,0.15143155527444424,27.83259476128827,9.57,35.28,0.0768869729788235,16.72104249488409,116.25852711240414,14.52,270312.5400028706,1533.0048873138944,77.2,20.0,24559.042500000003,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,real_model_ready,False,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,,,,HM+OP,,8.0,,0.27004976174703804,41.31030220976247,6.04,45.8,0.29455692347791784,29.277974063102324,95.0544671131157,26.12,782938.3913177131,2266.039990371693,77.2,20.0,99118.73395299108,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,real_model_ready,False,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,,,,HM+OP,,8.0,,0.1660977069166855,28.72375006190932,13.51,24.55,0.07901517261117644,15.776408324294504,113.93086099575241,12.76,316743.46644700255,2371.3706846757223,77.2,20.0,24559.042500000003,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1016/j.scitotenv.2021.146282/313,SI_new_phase7_10.1016_j.scitotenv.2021.146282_313,real_model_ready,False,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
